control;ano;quantidade_kg;type
tintas;1970;10448228;processamento_viniferas
tintas_alicantebouschet;1970;0;processamento_viniferas
tintas_ancelota;1970;0;processamento_viniferas
tintas_aramon;1970;0;processamento_viniferas
tintas_alfrocheiro;1970;0;processamento_viniferas
tintas_arinarnoa;1970;0;processamento_viniferas
tintas_aspirantbouschet;1970;0;processamento_viniferas
tintas_barbera;1970;4548313;processamento_viniferas
tintas_bonarda;1970;1631610;processamento_viniferas
tintas_cabernetfranc;1970;238837;processamento_viniferas
tintas_cabernetsauvignon;1970;0;processamento_viniferas
tintas_caladoc;1970;0;processamento_viniferas
tintas_campanario;1970;0;processamento_viniferas
tintas_canaiolo;1970;596766;processamento_viniferas
tintas_carignan;1970;0;processamento_viniferas
tintas_carmenere;1970;1235;processamento_viniferas
tintas_castelao;1970;0;processamento_viniferas
tintas_corvina;1970;0;processamento_viniferas
tintas_croatina;1970;0;processamento_viniferas
tintas_cinsaut;1970;0;processamento_viniferas
tintas_domfelder;1970;0;processamento_viniferas
tintas_dolcetto;1970;0;processamento_viniferas
tintas_durif;1970;0;processamento_viniferas
tintas_egiodola;1970;0;processamento_viniferas
tintas_ekigaina;1970;0;processamento_viniferas
tintas_festival_sugraone;1970;0;processamento_viniferas
tintas_franconia;1970;0;processamento_viniferas
tintas_freisa;1970;1661;processamento_viniferas
tintas_gamaystromain;1970;0;processamento_viniferas
tintas_gamaybeaujolais;1970;0;processamento_viniferas
tintas_granoir;1970;0;processamento_viniferas
tintas_grenache;1970;19753;processamento_viniferas
tintas_jaen;1970;0;processamento_viniferas
tintas_lagrein;1970;0;processamento_viniferas
tintas_lambrusco;1970;2259;processamento_viniferas
tintas_malbec;1970;4097;processamento_viniferas
tintas_marzemina;1970;62546;processamento_viniferas
tintas_merlot;1970;185596;processamento_viniferas
tintas_marselan;1970;0;processamento_viniferas
tintas_misturadeuvasviniferastinto;1970;0;processamento_viniferas
tintas_molinera;1970;0;processamento_viniferas
tintas_montepulciano;1970;0;processamento_viniferas
tintas_moscatobailey;1970;0;processamento_viniferas
tintas_napagamay;1970;0;processamento_viniferas
tintas_nebbiolo;1970;0;processamento_viniferas
tintas_petitverdot;1970;0;processamento_viniferas
tintas_petitesirah;1970;0;processamento_viniferas
tintas_pinotage;1970;0;processamento_viniferas
tintas_pinotnoir;1970;0;processamento_viniferas
tintas_pinotsaintgeorge;1970;0;processamento_viniferas
tintas_piriquita;1970;0;processamento_viniferas
tintas_primitivo;1970;0;processamento_viniferas
tintas_rebo;1970;0;processamento_viniferas
tintas_refosco;1970;0;processamento_viniferas
tintas_roinella;1970;0;processamento_viniferas
tintas_rubycabernet;1970;0;processamento_viniferas
tintas_sangiovese;1970;27566;processamento_viniferas
tintas_saperavi;1970;0;processamento_viniferas
tintas_sira_falsa;1970;3127989;processamento_viniferas
tintas_tannat;1970;0;processamento_viniferas
tintas_tempranillo;1970;0;processamento_viniferas
tintas_teroldego;1970;0;processamento_viniferas
tintas_torrontes;1970;0;processamento_viniferas
tintas_tintabarroca;1970;0;processamento_viniferas
tintas_tintaroriz;1970;0;processamento_viniferas
tintas_tourigafrancesa;1970;0;processamento_viniferas
tintas_touriganacional;1970;0;processamento_viniferas
tintas_tintamadeira;1970;0;processamento_viniferas
tintas_tintoria;1970;0;processamento_viniferas
tintas_trincdeira;1970;0;processamento_viniferas
tintas_trousseau;1970;0;processamento_viniferas
tintas_zinfael;1970;0;processamento_viniferas
tintas_outras1;1970;0;processamento_viniferas
brancaserosadas;1970;18858541;processamento_viniferas
brancaserosadas_aliatico;1970;0;processamento_viniferas
brancaserosadas_aligote;1970;530;processamento_viniferas
brancaserosadas_altesse;1970;0;processamento_viniferas
brancaserosadas_alvarinho;1970;0;processamento_viniferas
brancaserosadas_arriloba;1970;0;processamento_viniferas
brancaserosadas_auxerrois;1970;0;processamento_viniferas
brancaserosadas_burger;1970;0;processamento_viniferas
brancaserosadas_chardonnay;1970;0;processamento_viniferas
brancaserosadas_chasselas;1970;0;processamento_viniferas
brancaserosadas_cheninblanc;1970;0;processamento_viniferas
brancaserosadas_clairette_1;1970;146617;processamento_viniferas
brancaserosadas_colombard;1970;0;processamento_viniferas
brancaserosadas_flora;1970;0;processamento_viniferas
brancaserosadas_garganega;1970;0;processamento_viniferas
brancaserosadas_gewurztraminer;1970;0;processamento_viniferas
brancaserosadas_gouveio;1970;0;processamento_viniferas
brancaserosadas_grosmanseng;1970;0;processamento_viniferas
brancaserosadas_italia_pirovano65_pe;1970;0;processamento_viniferas
brancaserosadas_maccabeo;1970;0;processamento_viniferas
brancaserosadas_malvasia;1970;878012;processamento_viniferas
brancaserosadas_malvasiaamarela;1970;0;processamento_viniferas
brancaserosadas_malvasiabianca;1970;0;processamento_viniferas
brancaserosadas_malvasiachianti;1970;0;processamento_viniferas
brancaserosadas_malvasiaverde;1970;0;processamento_viniferas
brancaserosadas_malvasiadicaia;1970;0;processamento_viniferas
brancaserosadas_malvasiaistriana;1970;0;processamento_viniferas
brancaserosadas_misturadeuvasviniferas;1970;0;processamento_viniferas
brancaserosadas_misturadeuvasviniferas;1970;0;processamento_viniferas
brancaserosadas_moscato_branco;1970;5772931;processamento_viniferas
brancaserosadas_moscatocanelli;1970;0;processamento_viniferas
brancaserosadas_moscatogiallo;1970;0;processamento_viniferas
brancaserosadas_moscatonazareno;1970;0;processamento_viniferas
brancaserosadas_moscatobiancor2;1970;0;processamento_viniferas
brancaserosadas_moscatodealexaria;1970;0;processamento_viniferas
brancaserosadas_moscatorosado;1970;0;processamento_viniferas
brancaserosadas_muscatapetitsgrains;1970;0;processamento_viniferas
brancaserosadas_mullerthurgau;1970;0;processamento_viniferas
brancaserosadas_muscadelle;1970;0;processamento_viniferas
brancaserosadas_ora;1970;0;processamento_viniferas
brancaserosadas_palomino;1970;0;processamento_viniferas
brancaserosadas_petitmanseng;1970;0;processamento_viniferas
brancaserosadas_peverella;1970;2084128;processamento_viniferas
brancaserosadas_pinotblanc;1970;4000;processamento_viniferas
brancaserosadas_pinotgris;1970;0;processamento_viniferas
brancaserosadas_prosecco;1970;0;processamento_viniferas
brancaserosadas_redveltliner;1970;0;processamento_viniferas
brancaserosadas_rieslingitalico;1970;413149;processamento_viniferas
brancaserosadas_rieslingrenano;1970;0;processamento_viniferas
brancaserosadas_sauvignonblanc_2;1970;2819;processamento_viniferas
brancaserosadas_sauvignongris;1970;0;processamento_viniferas
brancaserosadas_searanova;1970;0;processamento_viniferas
brancaserosadas_semillon;1970;1916;processamento_viniferas
brancaserosadas_schonburger;1970;0;processamento_viniferas
brancaserosadas_sylvaner;1970;0;processamento_viniferas
brancaserosadas_tocaifriulano;1970;0;processamento_viniferas
brancaserosadas_trebbiano;1970;7277270;processamento_viniferas
brancaserosadas_trebbianotoscano;1970;0;processamento_viniferas
brancaserosadas_verdea;1970;0;processamento_viniferas
brancaserosadas_verdelho;1970;0;processamento_viniferas
brancaserosadas_verdiso;1970;7950;processamento_viniferas
brancaserosadas_vermentino;1970;20461;processamento_viniferas
brancaserosadas_vernaccia;1970;122467;processamento_viniferas
brancaserosadas_viogner;1970;0;processamento_viniferas
brancaserosadas_viognier;1970;0;processamento_viniferas
brancaserosadas_outras_3;1970;2126291;processamento_viniferas
tintas;1971;11012833;processamento_viniferas
tintas_alicantebouschet;1971;0;processamento_viniferas
tintas_ancelota;1971;0;processamento_viniferas
tintas_aramon;1971;0;processamento_viniferas
tintas_alfrocheiro;1971;0;processamento_viniferas
tintas_arinarnoa;1971;0;processamento_viniferas
tintas_aspirantbouschet;1971;0;processamento_viniferas
tintas_barbera;1971;3971627;processamento_viniferas
tintas_bonarda;1971;1868929;processamento_viniferas
tintas_cabernetfranc;1971;324924;processamento_viniferas
tintas_cabernetsauvignon;1971;0;processamento_viniferas
tintas_caladoc;1971;0;processamento_viniferas
tintas_campanario;1971;0;processamento_viniferas
tintas_canaiolo;1971;607921;processamento_viniferas
tintas_carignan;1971;11796;processamento_viniferas
tintas_carmenere;1971;18288;processamento_viniferas
tintas_castelao;1971;0;processamento_viniferas
tintas_corvina;1971;0;processamento_viniferas
tintas_croatina;1971;0;processamento_viniferas
tintas_cinsaut;1971;0;processamento_viniferas
tintas_domfelder;1971;0;processamento_viniferas
tintas_dolcetto;1971;0;processamento_viniferas
tintas_durif;1971;0;processamento_viniferas
tintas_egiodola;1971;0;processamento_viniferas
tintas_ekigaina;1971;0;processamento_viniferas
tintas_festival_sugraone;1971;0;processamento_viniferas
tintas_franconia;1971;0;processamento_viniferas
tintas_freisa;1971;1519;processamento_viniferas
tintas_gamaystromain;1971;0;processamento_viniferas
tintas_gamaybeaujolais;1971;0;processamento_viniferas
tintas_granoir;1971;930;processamento_viniferas
tintas_grenache;1971;22418;processamento_viniferas
tintas_jaen;1971;0;processamento_viniferas
tintas_lagrein;1971;0;processamento_viniferas
tintas_lambrusco;1971;2670;processamento_viniferas
tintas_malbec;1971;4884;processamento_viniferas
tintas_marzemina;1971;66569;processamento_viniferas
tintas_merlot;1971;164533;processamento_viniferas
tintas_marselan;1971;0;processamento_viniferas
tintas_misturadeuvasviniferastinto;1971;0;processamento_viniferas
tintas_molinera;1971;0;processamento_viniferas
tintas_montepulciano;1971;0;processamento_viniferas
tintas_moscatobailey;1971;0;processamento_viniferas
tintas_napagamay;1971;0;processamento_viniferas
tintas_nebbiolo;1971;0;processamento_viniferas
tintas_petitverdot;1971;0;processamento_viniferas
tintas_petitesirah;1971;0;processamento_viniferas
tintas_pinotage;1971;0;processamento_viniferas
tintas_pinotnoir;1971;0;processamento_viniferas
tintas_pinotsaintgeorge;1971;0;processamento_viniferas
tintas_piriquita;1971;0;processamento_viniferas
tintas_primitivo;1971;0;processamento_viniferas
tintas_rebo;1971;0;processamento_viniferas
tintas_refosco;1971;0;processamento_viniferas
tintas_roinella;1971;0;processamento_viniferas
tintas_rubycabernet;1971;0;processamento_viniferas
tintas_sangiovese;1971;59316;processamento_viniferas
tintas_saperavi;1971;0;processamento_viniferas
tintas_sira_falsa;1971;3886509;processamento_viniferas
tintas_tannat;1971;0;processamento_viniferas
tintas_tempranillo;1971;0;processamento_viniferas
tintas_teroldego;1971;0;processamento_viniferas
tintas_torrontes;1971;0;processamento_viniferas
tintas_tintabarroca;1971;0;processamento_viniferas
tintas_tintaroriz;1971;0;processamento_viniferas
tintas_tourigafrancesa;1971;0;processamento_viniferas
tintas_touriganacional;1971;0;processamento_viniferas
tintas_tintamadeira;1971;0;processamento_viniferas
tintas_tintoria;1971;0;processamento_viniferas
tintas_trincdeira;1971;0;processamento_viniferas
tintas_trousseau;1971;0;processamento_viniferas
tintas_zinfael;1971;0;processamento_viniferas
tintas_outras1;1971;0;processamento_viniferas
brancaserosadas;1971;22168237;processamento_viniferas
brancaserosadas_aliatico;1971;0;processamento_viniferas
brancaserosadas_aligote;1971;1000;processamento_viniferas
brancaserosadas_altesse;1971;0;processamento_viniferas
brancaserosadas_alvarinho;1971;0;processamento_viniferas
brancaserosadas_arriloba;1971;0;processamento_viniferas
brancaserosadas_auxerrois;1971;0;processamento_viniferas
brancaserosadas_burger;1971;0;processamento_viniferas
brancaserosadas_chardonnay;1971;0;processamento_viniferas
brancaserosadas_chasselas;1971;0;processamento_viniferas
brancaserosadas_cheninblanc;1971;0;processamento_viniferas
brancaserosadas_clairette_1;1971;116887;processamento_viniferas
brancaserosadas_colombard;1971;0;processamento_viniferas
brancaserosadas_flora;1971;0;processamento_viniferas
brancaserosadas_garganega;1971;0;processamento_viniferas
brancaserosadas_gewurztraminer;1971;0;processamento_viniferas
brancaserosadas_gouveio;1971;0;processamento_viniferas
brancaserosadas_grosmanseng;1971;0;processamento_viniferas
brancaserosadas_italia_pirovano65_pe;1971;0;processamento_viniferas
brancaserosadas_maccabeo;1971;0;processamento_viniferas
brancaserosadas_malvasia;1971;611457;processamento_viniferas
brancaserosadas_malvasiaamarela;1971;0;processamento_viniferas
brancaserosadas_malvasiabianca;1971;0;processamento_viniferas
brancaserosadas_malvasiachianti;1971;0;processamento_viniferas
brancaserosadas_malvasiaverde;1971;0;processamento_viniferas
brancaserosadas_malvasiadicaia;1971;0;processamento_viniferas
brancaserosadas_malvasiaistriana;1971;0;processamento_viniferas
brancaserosadas_misturadeuvasviniferas;1971;0;processamento_viniferas
brancaserosadas_misturadeuvasviniferas;1971;0;processamento_viniferas
brancaserosadas_moscato_branco;1971;5334475;processamento_viniferas
brancaserosadas_moscatocanelli;1971;0;processamento_viniferas
brancaserosadas_moscatogiallo;1971;0;processamento_viniferas
brancaserosadas_moscatonazareno;1971;0;processamento_viniferas
brancaserosadas_moscatobiancor2;1971;0;processamento_viniferas
brancaserosadas_moscatodealexaria;1971;0;processamento_viniferas
brancaserosadas_moscatorosado;1971;0;processamento_viniferas
brancaserosadas_muscatapetitsgrains;1971;0;processamento_viniferas
brancaserosadas_mullerthurgau;1971;0;processamento_viniferas
brancaserosadas_muscadelle;1971;0;processamento_viniferas
brancaserosadas_ora;1971;0;processamento_viniferas
brancaserosadas_palomino;1971;0;processamento_viniferas
brancaserosadas_petitmanseng;1971;0;processamento_viniferas
brancaserosadas_peverella;1971;2117931;processamento_viniferas
brancaserosadas_pinotblanc;1971;0;processamento_viniferas
brancaserosadas_pinotgris;1971;0;processamento_viniferas
brancaserosadas_prosecco;1971;0;processamento_viniferas
brancaserosadas_redveltliner;1971;0;processamento_viniferas
brancaserosadas_rieslingitalico;1971;404159;processamento_viniferas
brancaserosadas_rieslingrenano;1971;0;processamento_viniferas
brancaserosadas_sauvignonblanc_2;1971;5492;processamento_viniferas
brancaserosadas_sauvignongris;1971;0;processamento_viniferas
brancaserosadas_searanova;1971;0;processamento_viniferas
brancaserosadas_semillon;1971;0;processamento_viniferas
brancaserosadas_schonburger;1971;0;processamento_viniferas
brancaserosadas_sylvaner;1971;0;processamento_viniferas
brancaserosadas_tocaifriulano;1971;0;processamento_viniferas
brancaserosadas_trebbiano;1971;12225175;processamento_viniferas
brancaserosadas_trebbianotoscano;1971;0;processamento_viniferas
brancaserosadas_verdea;1971;6184;processamento_viniferas
brancaserosadas_verdelho;1971;0;processamento_viniferas
brancaserosadas_verdiso;1971;770;processamento_viniferas
brancaserosadas_vermentino;1971;6097;processamento_viniferas
brancaserosadas_vernaccia;1971;190297;processamento_viniferas
brancaserosadas_viogner;1971;0;processamento_viniferas
brancaserosadas_viognier;1971;0;processamento_viniferas
brancaserosadas_outras_3;1971;1148313;processamento_viniferas
tintas;1972;10798824;processamento_viniferas
tintas_alicantebouschet;1972;0;processamento_viniferas
tintas_ancelota;1972;0;processamento_viniferas
tintas_aramon;1972;0;processamento_viniferas
tintas_alfrocheiro;1972;0;processamento_viniferas
tintas_arinarnoa;1972;0;processamento_viniferas
tintas_aspirantbouschet;1972;0;processamento_viniferas
tintas_barbera;1972;4035482;processamento_viniferas
tintas_bonarda;1972;1875069;processamento_viniferas
tintas_cabernetfranc;1972;572871;processamento_viniferas
tintas_cabernetsauvignon;1972;0;processamento_viniferas
tintas_caladoc;1972;0;processamento_viniferas
tintas_campanario;1972;0;processamento_viniferas
tintas_canaiolo;1972;552841;processamento_viniferas
tintas_carignan;1972;7537;processamento_viniferas
tintas_carmenere;1972;22154;processamento_viniferas
tintas_castelao;1972;0;processamento_viniferas
tintas_corvina;1972;0;processamento_viniferas
tintas_croatina;1972;0;processamento_viniferas
tintas_cinsaut;1972;0;processamento_viniferas
tintas_domfelder;1972;0;processamento_viniferas
tintas_dolcetto;1972;0;processamento_viniferas
tintas_durif;1972;0;processamento_viniferas
tintas_egiodola;1972;0;processamento_viniferas
tintas_ekigaina;1972;0;processamento_viniferas
tintas_festival_sugraone;1972;0;processamento_viniferas
tintas_franconia;1972;0;processamento_viniferas
tintas_freisa;1972;1005;processamento_viniferas
tintas_gamaystromain;1972;189;processamento_viniferas
tintas_gamaybeaujolais;1972;0;processamento_viniferas
tintas_granoir;1972;603;processamento_viniferas
tintas_grenache;1972;18488;processamento_viniferas
tintas_jaen;1972;0;processamento_viniferas
tintas_lagrein;1972;0;processamento_viniferas
tintas_lambrusco;1972;100;processamento_viniferas
tintas_malbec;1972;0;processamento_viniferas
tintas_marzemina;1972;138699;processamento_viniferas
tintas_merlot;1972;198870;processamento_viniferas
tintas_marselan;1972;0;processamento_viniferas
tintas_misturadeuvasviniferastinto;1972;0;processamento_viniferas
tintas_molinera;1972;0;processamento_viniferas
tintas_montepulciano;1972;0;processamento_viniferas
tintas_moscatobailey;1972;0;processamento_viniferas
tintas_napagamay;1972;0;processamento_viniferas
tintas_nebbiolo;1972;0;processamento_viniferas
tintas_petitverdot;1972;0;processamento_viniferas
tintas_petitesirah;1972;0;processamento_viniferas
tintas_pinotage;1972;0;processamento_viniferas
tintas_pinotnoir;1972;13440;processamento_viniferas
tintas_pinotsaintgeorge;1972;0;processamento_viniferas
tintas_piriquita;1972;0;processamento_viniferas
tintas_primitivo;1972;0;processamento_viniferas
tintas_rebo;1972;0;processamento_viniferas
tintas_refosco;1972;0;processamento_viniferas
tintas_roinella;1972;0;processamento_viniferas
tintas_rubycabernet;1972;0;processamento_viniferas
tintas_sangiovese;1972;62175;processamento_viniferas
tintas_saperavi;1972;0;processamento_viniferas
tintas_sira_falsa;1972;3299301;processamento_viniferas
tintas_tannat;1972;0;processamento_viniferas
tintas_tempranillo;1972;0;processamento_viniferas
tintas_teroldego;1972;0;processamento_viniferas
tintas_torrontes;1972;0;processamento_viniferas
tintas_tintabarroca;1972;0;processamento_viniferas
tintas_tintaroriz;1972;0;processamento_viniferas
tintas_tourigafrancesa;1972;0;processamento_viniferas
tintas_touriganacional;1972;0;processamento_viniferas
tintas_tintamadeira;1972;0;processamento_viniferas
tintas_tintoria;1972;0;processamento_viniferas
tintas_trincdeira;1972;0;processamento_viniferas
tintas_trousseau;1972;0;processamento_viniferas
tintas_zinfael;1972;0;processamento_viniferas
tintas_outras1;1972;0;processamento_viniferas
brancaserosadas;1972;18073470;processamento_viniferas
brancaserosadas_aliatico;1972;0;processamento_viniferas
brancaserosadas_aligote;1972;1969;processamento_viniferas
brancaserosadas_altesse;1972;0;processamento_viniferas
brancaserosadas_alvarinho;1972;0;processamento_viniferas
brancaserosadas_arriloba;1972;0;processamento_viniferas
brancaserosadas_auxerrois;1972;0;processamento_viniferas
brancaserosadas_burger;1972;0;processamento_viniferas
brancaserosadas_chardonnay;1972;0;processamento_viniferas
brancaserosadas_chasselas;1972;13255;processamento_viniferas
brancaserosadas_cheninblanc;1972;0;processamento_viniferas
brancaserosadas_clairette_1;1972;120166;processamento_viniferas
brancaserosadas_colombard;1972;0;processamento_viniferas
brancaserosadas_flora;1972;0;processamento_viniferas
brancaserosadas_garganega;1972;0;processamento_viniferas
brancaserosadas_gewurztraminer;1972;0;processamento_viniferas
brancaserosadas_gouveio;1972;0;processamento_viniferas
brancaserosadas_grosmanseng;1972;0;processamento_viniferas
brancaserosadas_italia_pirovano65_pe;1972;0;processamento_viniferas
brancaserosadas_maccabeo;1972;0;processamento_viniferas
brancaserosadas_malvasia;1972;763732;processamento_viniferas
brancaserosadas_malvasiaamarela;1972;0;processamento_viniferas
brancaserosadas_malvasiabianca;1972;0;processamento_viniferas
brancaserosadas_malvasiachianti;1972;0;processamento_viniferas
brancaserosadas_malvasiaverde;1972;0;processamento_viniferas
brancaserosadas_malvasiadicaia;1972;0;processamento_viniferas
brancaserosadas_malvasiaistriana;1972;0;processamento_viniferas
brancaserosadas_misturadeuvasviniferas;1972;0;processamento_viniferas
brancaserosadas_misturadeuvasviniferas;1972;0;processamento_viniferas
brancaserosadas_moscato_branco;1972;5378768;processamento_viniferas
brancaserosadas_moscatocanelli;1972;0;processamento_viniferas
brancaserosadas_moscatogiallo;1972;0;processamento_viniferas
brancaserosadas_moscatonazareno;1972;0;processamento_viniferas
brancaserosadas_moscatobiancor2;1972;0;processamento_viniferas
brancaserosadas_moscatodealexaria;1972;0;processamento_viniferas
brancaserosadas_moscatorosado;1972;0;processamento_viniferas
brancaserosadas_muscatapetitsgrains;1972;0;processamento_viniferas
brancaserosadas_mullerthurgau;1972;0;processamento_viniferas
brancaserosadas_muscadelle;1972;0;processamento_viniferas
brancaserosadas_ora;1972;0;processamento_viniferas
brancaserosadas_palomino;1972;0;processamento_viniferas
brancaserosadas_petitmanseng;1972;0;processamento_viniferas
brancaserosadas_peverella;1972;1087692;processamento_viniferas
brancaserosadas_pinotblanc;1972;0;processamento_viniferas
brancaserosadas_pinotgris;1972;0;processamento_viniferas
brancaserosadas_prosecco;1972;0;processamento_viniferas
brancaserosadas_redveltliner;1972;0;processamento_viniferas
brancaserosadas_rieslingitalico;1972;304688;processamento_viniferas
brancaserosadas_rieslingrenano;1972;0;processamento_viniferas
brancaserosadas_sauvignonblanc_2;1972;49244;processamento_viniferas
brancaserosadas_sauvignongris;1972;0;processamento_viniferas
brancaserosadas_searanova;1972;0;processamento_viniferas
brancaserosadas_semillon;1972;5172;processamento_viniferas
brancaserosadas_schonburger;1972;0;processamento_viniferas
brancaserosadas_sylvaner;1972;0;processamento_viniferas
brancaserosadas_tocaifriulano;1972;0;processamento_viniferas
brancaserosadas_trebbiano;1972;9579813;processamento_viniferas
brancaserosadas_trebbianotoscano;1972;0;processamento_viniferas
brancaserosadas_verdea;1972;0;processamento_viniferas
brancaserosadas_verdelho;1972;0;processamento_viniferas
brancaserosadas_verdiso;1972;0;processamento_viniferas
brancaserosadas_vermentino;1972;8945;processamento_viniferas
brancaserosadas_vernaccia;1972;111691;processamento_viniferas
brancaserosadas_viogner;1972;0;processamento_viniferas
brancaserosadas_viognier;1972;0;processamento_viniferas
brancaserosadas_outras_3;1972;648335;processamento_viniferas
tintas;1973;8213674;processamento_viniferas
tintas_alicantebouschet;1973;0;processamento_viniferas
tintas_ancelota;1973;0;processamento_viniferas
tintas_aramon;1973;0;processamento_viniferas
tintas_alfrocheiro;1973;0;processamento_viniferas
tintas_arinarnoa;1973;0;processamento_viniferas
tintas_aspirantbouschet;1973;0;processamento_viniferas
tintas_barbera;1973;3152247;processamento_viniferas
tintas_bonarda;1973;885582;processamento_viniferas
tintas_cabernetfranc;1973;1360672;processamento_viniferas
tintas_cabernetsauvignon;1973;0;processamento_viniferas
tintas_caladoc;1973;0;processamento_viniferas
tintas_campanario;1973;0;processamento_viniferas
tintas_canaiolo;1973;257854;processamento_viniferas
tintas_carignan;1973;5693;processamento_viniferas
tintas_carmenere;1973;4150;processamento_viniferas
tintas_castelao;1973;0;processamento_viniferas
tintas_corvina;1973;0;processamento_viniferas
tintas_croatina;1973;0;processamento_viniferas
tintas_cinsaut;1973;0;processamento_viniferas
tintas_domfelder;1973;0;processamento_viniferas
tintas_dolcetto;1973;0;processamento_viniferas
tintas_durif;1973;0;processamento_viniferas
tintas_egiodola;1973;0;processamento_viniferas
tintas_ekigaina;1973;0;processamento_viniferas
tintas_festival_sugraone;1973;0;processamento_viniferas
tintas_franconia;1973;0;processamento_viniferas
tintas_freisa;1973;0;processamento_viniferas
tintas_gamaystromain;1973;0;processamento_viniferas
tintas_gamaybeaujolais;1973;0;processamento_viniferas
tintas_granoir;1973;0;processamento_viniferas
tintas_grenache;1973;4924;processamento_viniferas
tintas_jaen;1973;0;processamento_viniferas
tintas_lagrein;1973;0;processamento_viniferas
tintas_lambrusco;1973;0;processamento_viniferas
tintas_malbec;1973;200;processamento_viniferas
tintas_marzemina;1973;49930;processamento_viniferas
tintas_merlot;1973;263765;processamento_viniferas
tintas_marselan;1973;0;processamento_viniferas
tintas_misturadeuvasviniferastinto;1973;0;processamento_viniferas
tintas_molinera;1973;0;processamento_viniferas
tintas_montepulciano;1973;0;processamento_viniferas
tintas_moscatobailey;1973;0;processamento_viniferas
tintas_napagamay;1973;0;processamento_viniferas
tintas_nebbiolo;1973;0;processamento_viniferas
tintas_petitverdot;1973;0;processamento_viniferas
tintas_petitesirah;1973;0;processamento_viniferas
tintas_pinotage;1973;0;processamento_viniferas
tintas_pinotnoir;1973;10433;processamento_viniferas
tintas_pinotsaintgeorge;1973;0;processamento_viniferas
tintas_piriquita;1973;0;processamento_viniferas
tintas_primitivo;1973;0;processamento_viniferas
tintas_rebo;1973;0;processamento_viniferas
tintas_refosco;1973;0;processamento_viniferas
tintas_roinella;1973;0;processamento_viniferas
tintas_rubycabernet;1973;0;processamento_viniferas
tintas_sangiovese;1973;38315;processamento_viniferas
tintas_saperavi;1973;0;processamento_viniferas
tintas_sira_falsa;1973;2179909;processamento_viniferas
tintas_tannat;1973;0;processamento_viniferas
tintas_tempranillo;1973;0;processamento_viniferas
tintas_teroldego;1973;0;processamento_viniferas
tintas_torrontes;1973;0;processamento_viniferas
tintas_tintabarroca;1973;0;processamento_viniferas
tintas_tintaroriz;1973;0;processamento_viniferas
tintas_tourigafrancesa;1973;0;processamento_viniferas
tintas_touriganacional;1973;0;processamento_viniferas
tintas_tintamadeira;1973;0;processamento_viniferas
tintas_tintoria;1973;0;processamento_viniferas
tintas_trincdeira;1973;0;processamento_viniferas
tintas_trousseau;1973;0;processamento_viniferas
tintas_zinfael;1973;0;processamento_viniferas
tintas_outras1;1973;0;processamento_viniferas
brancaserosadas;1973;12213901;processamento_viniferas
brancaserosadas_aliatico;1973;0;processamento_viniferas
brancaserosadas_aligote;1973;0;processamento_viniferas
brancaserosadas_altesse;1973;0;processamento_viniferas
brancaserosadas_alvarinho;1973;0;processamento_viniferas
brancaserosadas_arriloba;1973;0;processamento_viniferas
brancaserosadas_auxerrois;1973;0;processamento_viniferas
brancaserosadas_burger;1973;0;processamento_viniferas
brancaserosadas_chardonnay;1973;0;processamento_viniferas
brancaserosadas_chasselas;1973;0;processamento_viniferas
brancaserosadas_cheninblanc;1973;0;processamento_viniferas
brancaserosadas_clairette_1;1973;94006;processamento_viniferas
brancaserosadas_colombard;1973;0;processamento_viniferas
brancaserosadas_flora;1973;0;processamento_viniferas
brancaserosadas_garganega;1973;0;processamento_viniferas
brancaserosadas_gewurztraminer;1973;0;processamento_viniferas
brancaserosadas_gouveio;1973;0;processamento_viniferas
brancaserosadas_grosmanseng;1973;0;processamento_viniferas
brancaserosadas_italia_pirovano65_pe;1973;0;processamento_viniferas
brancaserosadas_maccabeo;1973;0;processamento_viniferas
brancaserosadas_malvasia;1973;645868;processamento_viniferas
brancaserosadas_malvasiaamarela;1973;0;processamento_viniferas
brancaserosadas_malvasiabianca;1973;0;processamento_viniferas
brancaserosadas_malvasiachianti;1973;0;processamento_viniferas
brancaserosadas_malvasiaverde;1973;0;processamento_viniferas
brancaserosadas_malvasiadicaia;1973;0;processamento_viniferas
brancaserosadas_malvasiaistriana;1973;0;processamento_viniferas
brancaserosadas_misturadeuvasviniferas;1973;0;processamento_viniferas
brancaserosadas_misturadeuvasviniferas;1973;0;processamento_viniferas
brancaserosadas_moscato_branco;1973;3490996;processamento_viniferas
brancaserosadas_moscatocanelli;1973;0;processamento_viniferas
brancaserosadas_moscatogiallo;1973;0;processamento_viniferas
brancaserosadas_moscatonazareno;1973;0;processamento_viniferas
brancaserosadas_moscatobiancor2;1973;0;processamento_viniferas
brancaserosadas_moscatodealexaria;1973;0;processamento_viniferas
brancaserosadas_moscatorosado;1973;0;processamento_viniferas
brancaserosadas_muscatapetitsgrains;1973;0;processamento_viniferas
brancaserosadas_mullerthurgau;1973;0;processamento_viniferas
brancaserosadas_muscadelle;1973;0;processamento_viniferas
brancaserosadas_ora;1973;0;processamento_viniferas
brancaserosadas_palomino;1973;0;processamento_viniferas
brancaserosadas_petitmanseng;1973;0;processamento_viniferas
brancaserosadas_peverella;1973;1416283;processamento_viniferas
brancaserosadas_pinotblanc;1973;0;processamento_viniferas
brancaserosadas_pinotgris;1973;0;processamento_viniferas
