control;ano;quantidade_kg;type
brancaserosadas_gewurztraminer;1981;1008;processamento_viniferas
brancaserosadas_gouveio;1981;0;processamento_viniferas
brancaserosadas_grosmanseng;1981;0;processamento_viniferas
brancaserosadas_italia_pirovano65_pe;1981;0;processamento_viniferas
brancaserosadas_maccabeo;1981;0;processamento_viniferas
brancaserosadas_malvasia;1981;1614552;processamento_viniferas
brancaserosadas_malvasiaamarela;1981;0;processamento_viniferas
brancaserosadas_malvasiabianca;1981;0;processamento_viniferas
brancaserosadas_malvasiachianti;1981;0;processamento_viniferas
brancaserosadas_malvasiaverde;1981;0;processamento_viniferas
brancaserosadas_malvasiadicaia;1981;0;processamento_viniferas
brancaserosadas_malvasiaistriana;1981;0;processamento_viniferas
brancaserosadas_misturadeuvasviniferas;1981;0;processamento_viniferas
brancaserosadas_misturadeuvasviniferas;1981;0;processamento_viniferas
brancaserosadas_moscato_branco;1981;12114399;processamento_viniferas
brancaserosadas_moscatocanelli;1981;0;processamento_viniferas
brancaserosadas_moscatogiallo;1981;0;processamento_viniferas
brancaserosadas_moscatonazareno;1981;0;processamento_viniferas
brancaserosadas_moscatobiancor2;1981;0;processamento_viniferas
brancaserosadas_moscatodealexaria;1981;0;processamento_viniferas
brancaserosadas_moscatorosado;1981;0;processamento_viniferas
brancaserosadas_muscatapetitsgrains;1981;0;processamento_viniferas
brancaserosadas_mullerthurgau;1981;0;processamento_viniferas
brancaserosadas_muscadelle;1981;0;processamento_viniferas
brancaserosadas_ora;1981;0;processamento_viniferas
brancaserosadas_palomino;1981;5329;processamento_viniferas
brancaserosadas_petitmanseng;1981;0;processamento_viniferas
brancaserosadas_peverella;1981;1508861;processamento_viniferas
brancaserosadas_pinotblanc;1981;572;processamento_viniferas
brancaserosadas_pinotgris;1981;0;processamento_viniferas
brancaserosadas_prosecco;1981;0;processamento_viniferas
brancaserosadas_redveltliner;1981;1156;processamento_viniferas
brancaserosadas_rieslingitalico;1981;3447930;processamento_viniferas
brancaserosadas_rieslingrenano;1981;0;processamento_viniferas
brancaserosadas_sauvignonblanc_2;1981;880228;processamento_viniferas
brancaserosadas_sauvignongris;1981;0;processamento_viniferas
brancaserosadas_searanova;1981;0;processamento_viniferas
brancaserosadas_semillon;1981;1547289;processamento_viniferas
brancaserosadas_schonburger;1981;0;processamento_viniferas
brancaserosadas_sylvaner;1981;11068;processamento_viniferas
brancaserosadas_tocaifriulano;1981;0;processamento_viniferas
brancaserosadas_trebbiano;1981;17883890;processamento_viniferas
brancaserosadas_trebbianotoscano;1981;0;processamento_viniferas
brancaserosadas_verdea;1981;0;processamento_viniferas
brancaserosadas_verdelho;1981;0;processamento_viniferas
brancaserosadas_verdiso;1981;10279;processamento_viniferas
brancaserosadas_vermentino;1981;2487;processamento_viniferas
brancaserosadas_vernaccia;1981;366796;processamento_viniferas
brancaserosadas_viogner;1981;0;processamento_viniferas
brancaserosadas_viognier;1981;0;processamento_viniferas
brancaserosadas_outras_3;1981;0;processamento_viniferas
tintas;1982;31912172;processamento_viniferas
tintas_alicantebouschet;1982;0;processamento_viniferas
tintas_ancelota;1982;0;processamento_viniferas
tintas_aramon;1982;0;processamento_viniferas
tintas_alfrocheiro;1982;0;processamento_viniferas
tintas_arinarnoa;1982;0;processamento_viniferas
tintas_aspirantbouschet;1982;0;processamento_viniferas
tintas_barbera;1982;11552200;processamento_viniferas
tintas_bonarda;1982;2210953;processamento_viniferas
tintas_cabernetfranc;1982;8730177;processamento_viniferas
tintas_cabernetsauvignon;1982;0;processamento_viniferas
tintas_caladoc;1982;0;processamento_viniferas
tintas_campanario;1982;0;processamento_viniferas
tintas_canaiolo;1982;812569;processamento_viniferas
tintas_carignan;1982;406;processamento_viniferas
tintas_carmenere;1982;102813;processamento_viniferas
tintas_castelao;1982;0;processamento_viniferas
tintas_corvina;1982;0;processamento_viniferas
tintas_croatina;1982;0;processamento_viniferas
tintas_cinsaut;1982;6229;processamento_viniferas
tintas_domfelder;1982;0;processamento_viniferas
tintas_dolcetto;1982;0;processamento_viniferas
tintas_durif;1982;7496;processamento_viniferas
tintas_egiodola;1982;0;processamento_viniferas
tintas_ekigaina;1982;0;processamento_viniferas
tintas_festival_sugraone;1982;0;processamento_viniferas
tintas_franconia;1982;0;processamento_viniferas
tintas_freisa;1982;0;processamento_viniferas
tintas_gamaystromain;1982;298609;processamento_viniferas
tintas_gamaybeaujolais;1982;0;processamento_viniferas
tintas_granoir;1982;0;processamento_viniferas
tintas_grenache;1982;17212;processamento_viniferas
tintas_jaen;1982;0;processamento_viniferas
tintas_lagrein;1982;0;processamento_viniferas
tintas_lambrusco;1982;300;processamento_viniferas
tintas_malbec;1982;14466;processamento_viniferas
tintas_marzemina;1982;88008;processamento_viniferas
tintas_merlot;1982;5762774;processamento_viniferas
tintas_marselan;1982;0;processamento_viniferas
tintas_misturadeuvasviniferastinto;1982;0;processamento_viniferas
tintas_molinera;1982;0;processamento_viniferas
tintas_montepulciano;1982;0;processamento_viniferas
tintas_moscatobailey;1982;0;processamento_viniferas
tintas_napagamay;1982;0;processamento_viniferas
tintas_nebbiolo;1982;600;processamento_viniferas
tintas_petitverdot;1982;0;processamento_viniferas
tintas_petitesirah;1982;0;processamento_viniferas
tintas_pinotage;1982;0;processamento_viniferas
tintas_pinotnoir;1982;10948;processamento_viniferas
tintas_pinotsaintgeorge;1982;0;processamento_viniferas
tintas_piriquita;1982;0;processamento_viniferas
tintas_primitivo;1982;0;processamento_viniferas
tintas_rebo;1982;0;processamento_viniferas
tintas_refosco;1982;0;processamento_viniferas
tintas_roinella;1982;0;processamento_viniferas
tintas_rubycabernet;1982;0;processamento_viniferas
tintas_sangiovese;1982;182898;processamento_viniferas
tintas_saperavi;1982;0;processamento_viniferas
tintas_sira_falsa;1982;2113514;processamento_viniferas
tintas_tannat;1982;0;processamento_viniferas
tintas_tempranillo;1982;0;processamento_viniferas
tintas_teroldego;1982;0;processamento_viniferas
tintas_torrontes;1982;0;processamento_viniferas
tintas_tintabarroca;1982;0;processamento_viniferas
tintas_tintaroriz;1982;0;processamento_viniferas
tintas_tourigafrancesa;1982;0;processamento_viniferas
tintas_touriganacional;1982;0;processamento_viniferas
tintas_tintamadeira;1982;0;processamento_viniferas
tintas_tintoria;1982;0;processamento_viniferas
tintas_trincdeira;1982;0;processamento_viniferas
tintas_trousseau;1982;0;processamento_viniferas
tintas_zinfael;1982;0;processamento_viniferas
tintas_outras1;1982;0;processamento_viniferas
brancaserosadas;1982;46757024;processamento_viniferas
brancaserosadas_aliatico;1982;0;processamento_viniferas
brancaserosadas_aligote;1982;590;processamento_viniferas
brancaserosadas_altesse;1982;11086;processamento_viniferas
brancaserosadas_alvarinho;1982;0;processamento_viniferas
brancaserosadas_arriloba;1982;0;processamento_viniferas
brancaserosadas_auxerrois;1982;0;processamento_viniferas
brancaserosadas_burger;1982;0;processamento_viniferas
brancaserosadas_chardonnay;1982;2590;processamento_viniferas
brancaserosadas_chasselas;1982;44280;processamento_viniferas
brancaserosadas_cheninblanc;1982;228;processamento_viniferas
brancaserosadas_clairette_1;1982;67028;processamento_viniferas
brancaserosadas_colombard;1982;0;processamento_viniferas
brancaserosadas_flora;1982;0;processamento_viniferas
brancaserosadas_garganega;1982;0;processamento_viniferas
brancaserosadas_gewurztraminer;1982;1258;processamento_viniferas
brancaserosadas_gouveio;1982;0;processamento_viniferas
brancaserosadas_grosmanseng;1982;0;processamento_viniferas
brancaserosadas_italia_pirovano65_pe;1982;0;processamento_viniferas
brancaserosadas_maccabeo;1982;0;processamento_viniferas
brancaserosadas_malvasia;1982;2522725;processamento_viniferas
brancaserosadas_malvasiaamarela;1982;0;processamento_viniferas
brancaserosadas_malvasiabianca;1982;0;processamento_viniferas
brancaserosadas_malvasiachianti;1982;0;processamento_viniferas
brancaserosadas_malvasiaverde;1982;0;processamento_viniferas
brancaserosadas_malvasiadicaia;1982;0;processamento_viniferas
brancaserosadas_malvasiaistriana;1982;0;processamento_viniferas
brancaserosadas_misturadeuvasviniferas;1982;0;processamento_viniferas
brancaserosadas_misturadeuvasviniferas;1982;0;processamento_viniferas
brancaserosadas_moscato_branco;1982;13984946;processamento_viniferas
brancaserosadas_moscatocanelli;1982;0;processamento_viniferas
brancaserosadas_moscatogiallo;1982;0;processamento_viniferas
brancaserosadas_moscatonazareno;1982;0;processamento_viniferas
brancaserosadas_moscatobiancor2;1982;0;processamento_viniferas
brancaserosadas_moscatodealexaria;1982;0;processamento_viniferas
brancaserosadas_moscatorosado;1982;0;processamento_viniferas
brancaserosadas_muscatapetitsgrains;1982;0;processamento_viniferas
brancaserosadas_mullerthurgau;1982;0;processamento_viniferas
brancaserosadas_muscadelle;1982;0;processamento_viniferas
brancaserosadas_ora;1982;0;processamento_viniferas
brancaserosadas_palomino;1982;5687;processamento_viniferas
brancaserosadas_petitmanseng;1982;0;processamento_viniferas
brancaserosadas_peverella;1982;2423524;processamento_viniferas
brancaserosadas_pinotblanc;1982;1825;processamento_viniferas
brancaserosadas_pinotgris;1982;0;processamento_viniferas
brancaserosadas_prosecco;1982;7771;processamento_viniferas
brancaserosadas_redveltliner;1982;4240;processamento_viniferas
brancaserosadas_rieslingitalico;1982;3752318;processamento_viniferas
brancaserosadas_rieslingrenano;1982;0;processamento_viniferas
brancaserosadas_sauvignonblanc_2;1982;122285;processamento_viniferas
brancaserosadas_sauvignongris;1982;0;processamento_viniferas
brancaserosadas_searanova;1982;5300;processamento_viniferas
brancaserosadas_semillon;1982;2699929;processamento_viniferas
brancaserosadas_schonburger;1982;0;processamento_viniferas
brancaserosadas_sylvaner;1982;14451;processamento_viniferas
brancaserosadas_tocaifriulano;1982;0;processamento_viniferas
brancaserosadas_trebbiano;1982;20630475;processamento_viniferas
brancaserosadas_trebbianotoscano;1982;0;processamento_viniferas
brancaserosadas_verdea;1982;305;processamento_viniferas
brancaserosadas_verdelho;1982;0;processamento_viniferas
brancaserosadas_verdiso;1982;24470;processamento_viniferas
brancaserosadas_vermentino;1982;717;processamento_viniferas
brancaserosadas_vernaccia;1982;428996;processamento_viniferas
brancaserosadas_viogner;1982;0;processamento_viniferas
brancaserosadas_viognier;1982;0;processamento_viniferas
brancaserosadas_outras_3;1982;0;processamento_viniferas
tintas;1983;22168465;processamento_viniferas
tintas_alicantebouschet;1983;0;processamento_viniferas
tintas_ancelota;1983;0;processamento_viniferas
tintas_aramon;1983;0;processamento_viniferas
tintas_alfrocheiro;1983;0;processamento_viniferas
tintas_arinarnoa;1983;0;processamento_viniferas
tintas_aspirantbouschet;1983;0;processamento_viniferas
tintas_barbera;1983;7521496;processamento_viniferas
tintas_bonarda;1983;1502343;processamento_viniferas
tintas_cabernetfranc;1983;7437092;processamento_viniferas
tintas_cabernetsauvignon;1983;7700;processamento_viniferas
tintas_caladoc;1983;0;processamento_viniferas
tintas_campanario;1983;0;processamento_viniferas
tintas_canaiolo;1983;403013;processamento_viniferas
tintas_carignan;1983;463;processamento_viniferas
tintas_carmenere;1983;19499;processamento_viniferas
tintas_castelao;1983;0;processamento_viniferas
tintas_corvina;1983;0;processamento_viniferas
tintas_croatina;1983;0;processamento_viniferas
tintas_cinsaut;1983;11047;processamento_viniferas
tintas_domfelder;1983;0;processamento_viniferas
tintas_dolcetto;1983;0;processamento_viniferas
tintas_durif;1983;3052;processamento_viniferas
tintas_egiodola;1983;0;processamento_viniferas
tintas_ekigaina;1983;0;processamento_viniferas
tintas_festival_sugraone;1983;0;processamento_viniferas
tintas_franconia;1983;0;processamento_viniferas
tintas_freisa;1983;213;processamento_viniferas
tintas_gamaystromain;1983;430780;processamento_viniferas
tintas_gamaybeaujolais;1983;0;processamento_viniferas
tintas_granoir;1983;0;processamento_viniferas
tintas_grenache;1983;12094;processamento_viniferas
tintas_jaen;1983;0;processamento_viniferas
tintas_lagrein;1983;0;processamento_viniferas
tintas_lambrusco;1983;13145;processamento_viniferas
tintas_malbec;1983;18205;processamento_viniferas
tintas_marzemina;1983;115906;processamento_viniferas
tintas_merlot;1983;3099201;processamento_viniferas
tintas_marselan;1983;0;processamento_viniferas
tintas_misturadeuvasviniferastinto;1983;0;processamento_viniferas
tintas_molinera;1983;0;processamento_viniferas
tintas_montepulciano;1983;0;processamento_viniferas
tintas_moscatobailey;1983;0;processamento_viniferas
tintas_napagamay;1983;0;processamento_viniferas
tintas_nebbiolo;1983;0;processamento_viniferas
tintas_petitverdot;1983;0;processamento_viniferas
tintas_petitesirah;1983;836158;processamento_viniferas
tintas_pinotage;1983;0;processamento_viniferas
tintas_pinotnoir;1983;14049;processamento_viniferas
tintas_pinotsaintgeorge;1983;0;processamento_viniferas
tintas_piriquita;1983;0;processamento_viniferas
tintas_primitivo;1983;0;processamento_viniferas
tintas_rebo;1983;0;processamento_viniferas
tintas_refosco;1983;0;processamento_viniferas
tintas_roinella;1983;0;processamento_viniferas
tintas_rubycabernet;1983;0;processamento_viniferas
tintas_sangiovese;1983;173104;processamento_viniferas
tintas_saperavi;1983;0;processamento_viniferas
tintas_sira_falsa;1983;484585;processamento_viniferas
tintas_tannat;1983;65320;processamento_viniferas
tintas_tempranillo;1983;0;processamento_viniferas
tintas_teroldego;1983;0;processamento_viniferas
tintas_torrontes;1983;0;processamento_viniferas
tintas_tintabarroca;1983;0;processamento_viniferas
tintas_tintaroriz;1983;0;processamento_viniferas
tintas_tourigafrancesa;1983;0;processamento_viniferas
tintas_touriganacional;1983;0;processamento_viniferas
tintas_tintamadeira;1983;0;processamento_viniferas
tintas_tintoria;1983;0;processamento_viniferas
tintas_trincdeira;1983;0;processamento_viniferas
tintas_trousseau;1983;0;processamento_viniferas
tintas_zinfael;1983;0;processamento_viniferas
tintas_outras1;1983;0;processamento_viniferas
brancaserosadas;1983;32040687;processamento_viniferas
brancaserosadas_aliatico;1983;0;processamento_viniferas
brancaserosadas_aligote;1983;756;processamento_viniferas
brancaserosadas_altesse;1983;12938;processamento_viniferas
brancaserosadas_alvarinho;1983;0;processamento_viniferas
brancaserosadas_arriloba;1983;0;processamento_viniferas
brancaserosadas_auxerrois;1983;0;processamento_viniferas
brancaserosadas_burger;1983;0;processamento_viniferas
brancaserosadas_chardonnay;1983;12370;processamento_viniferas
brancaserosadas_chasselas;1983;34988;processamento_viniferas
brancaserosadas_cheninblanc;1983;14681;processamento_viniferas
brancaserosadas_clairette_1;1983;5834;processamento_viniferas
brancaserosadas_colombard;1983;0;processamento_viniferas
brancaserosadas_flora;1983;28568;processamento_viniferas
brancaserosadas_garganega;1983;0;processamento_viniferas
brancaserosadas_gewurztraminer;1983;2438;processamento_viniferas
brancaserosadas_gouveio;1983;0;processamento_viniferas
brancaserosadas_grosmanseng;1983;0;processamento_viniferas
brancaserosadas_italia_pirovano65_pe;1983;0;processamento_viniferas
brancaserosadas_maccabeo;1983;0;processamento_viniferas
brancaserosadas_malvasia;1983;1526008;processamento_viniferas
brancaserosadas_malvasiaamarela;1983;0;processamento_viniferas
brancaserosadas_malvasiabianca;1983;0;processamento_viniferas
brancaserosadas_malvasiachianti;1983;0;processamento_viniferas
brancaserosadas_malvasiaverde;1983;0;processamento_viniferas
brancaserosadas_malvasiadicaia;1983;0;processamento_viniferas
brancaserosadas_malvasiaistriana;1983;0;processamento_viniferas
brancaserosadas_misturadeuvasviniferas;1983;0;processamento_viniferas
brancaserosadas_misturadeuvasviniferas;1983;0;processamento_viniferas
brancaserosadas_moscato_branco;1983;9067746;processamento_viniferas
brancaserosadas_moscatocanelli;1983;0;processamento_viniferas
brancaserosadas_moscatogiallo;1983;0;processamento_viniferas
brancaserosadas_moscatonazareno;1983;0;processamento_viniferas
brancaserosadas_moscatobiancor2;1983;0;processamento_viniferas
brancaserosadas_moscatodealexaria;1983;0;processamento_viniferas
brancaserosadas_moscatorosado;1983;0;processamento_viniferas
brancaserosadas_muscatapetitsgrains;1983;0;processamento_viniferas
brancaserosadas_mullerthurgau;1983;0;processamento_viniferas
brancaserosadas_muscadelle;1983;0;processamento_viniferas
brancaserosadas_ora;1983;0;processamento_viniferas
brancaserosadas_palomino;1983;7328;processamento_viniferas
brancaserosadas_petitmanseng;1983;0;processamento_viniferas
brancaserosadas_peverella;1983;1375905;processamento_viniferas
brancaserosadas_pinotblanc;1983;9076;processamento_viniferas
brancaserosadas_pinotgris;1983;0;processamento_viniferas
brancaserosadas_prosecco;1983;8211;processamento_viniferas
brancaserosadas_redveltliner;1983;1499;processamento_viniferas
brancaserosadas_rieslingitalico;1983;3402460;processamento_viniferas
brancaserosadas_rieslingrenano;1983;0;processamento_viniferas
brancaserosadas_sauvignonblanc_2;1983;109219;processamento_viniferas
brancaserosadas_sauvignongris;1983;0;processamento_viniferas
brancaserosadas_searanova;1983;165;processamento_viniferas
brancaserosadas_semillon;1983;2868842;processamento_viniferas
brancaserosadas_schonburger;1983;0;processamento_viniferas
brancaserosadas_sylvaner;1983;34377;processamento_viniferas
brancaserosadas_tocaifriulano;1983;0;processamento_viniferas
brancaserosadas_trebbiano;1983;13105231;processamento_viniferas
brancaserosadas_trebbianotoscano;1983;0;processamento_viniferas
brancaserosadas_verdea;1983;1315;processamento_viniferas
brancaserosadas_verdelho;1983;0;processamento_viniferas
brancaserosadas_verdiso;1983;9251;processamento_viniferas
brancaserosadas_vermentino;1983;17866;processamento_viniferas
brancaserosadas_vernaccia;1983;383615;processamento_viniferas
brancaserosadas_viogner;1983;0;processamento_viniferas
brancaserosadas_viognier;1983;0;processamento_viniferas
brancaserosadas_outras_3;1983;0;processamento_viniferas
tintas;1984;22290855;processamento_viniferas
tintas_alicantebouschet;1984;3226;processamento_viniferas
tintas_ancelota;1984;0;processamento_viniferas
tintas_aramon;1984;0;processamento_viniferas
tintas_alfrocheiro;1984;0;processamento_viniferas
tintas_arinarnoa;1984;0;processamento_viniferas
tintas_aspirantbouschet;1984;0;processamento_viniferas
tintas_barbera;1984;5947760;processamento_viniferas
tintas_bonarda;1984;1164038;processamento_viniferas
tintas_cabernetfranc;1984;7286708;processamento_viniferas
tintas_cabernetsauvignon;1984;46979;processamento_viniferas
tintas_caladoc;1984;0;processamento_viniferas
tintas_campanario;1984;910;processamento_viniferas
tintas_canaiolo;1984;345227;processamento_viniferas
tintas_carignan;1984;546;processamento_viniferas
tintas_carmenere;1984;123660;processamento_viniferas
tintas_castelao;1984;0;processamento_viniferas
tintas_corvina;1984;0;processamento_viniferas
tintas_croatina;1984;0;processamento_viniferas
tintas_cinsaut;1984;13522;processamento_viniferas
tintas_domfelder;1984;0;processamento_viniferas
tintas_dolcetto;1984;0;processamento_viniferas
tintas_durif;1984;0;processamento_viniferas
tintas_egiodola;1984;0;processamento_viniferas
tintas_ekigaina;1984;0;processamento_viniferas
tintas_festival_sugraone;1984;0;processamento_viniferas
tintas_franconia;1984;0;processamento_viniferas
tintas_freisa;1984;0;processamento_viniferas
tintas_gamaystromain;1984;519843;processamento_viniferas
tintas_gamaybeaujolais;1984;0;processamento_viniferas
tintas_granoir;1984;0;processamento_viniferas
tintas_grenache;1984;16473;processamento_viniferas
tintas_jaen;1984;0;processamento_viniferas
tintas_lagrein;1984;0;processamento_viniferas
tintas_lambrusco;1984;28317;processamento_viniferas
tintas_malbec;1984;22839;processamento_viniferas
tintas_marzemina;1984;231695;processamento_viniferas
tintas_merlot;1984;4939522;processamento_viniferas
tintas_marselan;1984;0;processamento_viniferas
tintas_misturadeuvasviniferastinto;1984;0;processamento_viniferas
tintas_molinera;1984;0;processamento_viniferas
tintas_montepulciano;1984;0;processamento_viniferas
tintas_moscatobailey;1984;0;processamento_viniferas
tintas_napagamay;1984;107495;processamento_viniferas
tintas_nebbiolo;1984;0;processamento_viniferas
tintas_petitverdot;1984;0;processamento_viniferas
tintas_petitesirah;1984;33693;processamento_viniferas
tintas_pinotage;1984;5861;processamento_viniferas
tintas_pinotnoir;1984;37268;processamento_viniferas
tintas_pinotsaintgeorge;1984;0;processamento_viniferas
tintas_piriquita;1984;0;processamento_viniferas
tintas_primitivo;1984;0;processamento_viniferas
tintas_rebo;1984;0;processamento_viniferas
tintas_refosco;1984;0;processamento_viniferas
tintas_roinella;1984;0;processamento_viniferas
tintas_rubycabernet;1984;204;processamento_viniferas
tintas_sangiovese;1984;173005;processamento_viniferas
tintas_saperavi;1984;0;processamento_viniferas
tintas_sira_falsa;1984;1176744;processamento_viniferas
tintas_tannat;1984;65320;processamento_viniferas
tintas_tempranillo;1984;0;processamento_viniferas
tintas_teroldego;1984;0;processamento_viniferas
tintas_torrontes;1984;0;processamento_viniferas
tintas_tintabarroca;1984;0;processamento_viniferas
tintas_tintaroriz;1984;0;processamento_viniferas
tintas_tourigafrancesa;1984;0;processamento_viniferas
tintas_touriganacional;1984;0;processamento_viniferas
tintas_tintamadeira;1984;0;processamento_viniferas
tintas_tintoria;1984;0;processamento_viniferas
tintas_trincdeira;1984;0;processamento_viniferas
tintas_trousseau;1984;0;processamento_viniferas
tintas_zinfael;1984;0;processamento_viniferas
tintas_outras1;1984;0;processamento_viniferas
brancaserosadas;1984;41615070;processamento_viniferas
brancaserosadas_aliatico;1984;0;processamento_viniferas
brancaserosadas_aligote;1984;938;processamento_viniferas
brancaserosadas_altesse;1984;15903;processamento_viniferas
brancaserosadas_alvarinho;1984;0;processamento_viniferas
brancaserosadas_arriloba;1984;0;processamento_viniferas
brancaserosadas_auxerrois;1984;0;processamento_viniferas
brancaserosadas_burger;1984;0;processamento_viniferas
brancaserosadas_chardonnay;1984;17191;processamento_viniferas
brancaserosadas_chasselas;1984;48466;processamento_viniferas
brancaserosadas_cheninblanc;1984;14678;processamento_viniferas
brancaserosadas_clairette_1;1984;11168;processamento_viniferas
brancaserosadas_colombard;1984;0;processamento_viniferas
brancaserosadas_flora;1984;28570;processamento_viniferas
brancaserosadas_garganega;1984;0;processamento_viniferas
brancaserosadas_gewurztraminer;1984;8573;processamento_viniferas
brancaserosadas_gouveio;1984;0;processamento_viniferas
brancaserosadas_grosmanseng;1984;0;processamento_viniferas
brancaserosadas_italia_pirovano65_pe;1984;0;processamento_viniferas
brancaserosadas_maccabeo;1984;0;processamento_viniferas
brancaserosadas_malvasia;1984;1886676;processamento_viniferas
brancaserosadas_malvasiaamarela;1984;0;processamento_viniferas
brancaserosadas_malvasiabianca;1984;0;processamento_viniferas
brancaserosadas_malvasiachianti;1984;0;processamento_viniferas
brancaserosadas_malvasiaverde;1984;0;processamento_viniferas
brancaserosadas_malvasiadicaia;1984;7318;processamento_viniferas
brancaserosadas_malvasiaistriana;1984;0;processamento_viniferas
brancaserosadas_misturadeuvasviniferas;1984;0;processamento_viniferas
brancaserosadas_misturadeuvasviniferas;1984;0;processamento_viniferas
brancaserosadas_moscato_branco;1984;11156471;processamento_viniferas
brancaserosadas_moscatocanelli;1984;0;processamento_viniferas
brancaserosadas_moscatogiallo;1984;0;processamento_viniferas
brancaserosadas_moscatonazareno;1984;0;processamento_viniferas
brancaserosadas_moscatobiancor2;1984;0;processamento_viniferas
brancaserosadas_moscatodealexaria;1984;0;processamento_viniferas
brancaserosadas_moscatorosado;1984;0;processamento_viniferas
brancaserosadas_muscatapetitsgrains;1984;0;processamento_viniferas
brancaserosadas_mullerthurgau;1984;0;processamento_viniferas
brancaserosadas_muscadelle;1984;0;processamento_viniferas
brancaserosadas_ora;1984;0;processamento_viniferas
brancaserosadas_palomino;1984;19500;processamento_viniferas
brancaserosadas_petitmanseng;1984;0;processamento_viniferas
brancaserosadas_peverella;1984;1288629;processamento_viniferas
brancaserosadas_pinotblanc;1984;15611;processamento_viniferas
brancaserosadas_pinotgris;1984;0;processamento_viniferas
brancaserosadas_prosecco;1984;9327;processamento_viniferas
brancaserosadas_redveltliner;1984;2440;processamento_viniferas
brancaserosadas_rieslingitalico;1984;4557416;processamento_viniferas
brancaserosadas_rieslingrenano;1984;5224;processamento_viniferas
brancaserosadas_sauvignonblanc_2;1984;65207;processamento_viniferas
brancaserosadas_sauvignongris;1984;0;processamento_viniferas
brancaserosadas_searanova;1984;425;processamento_viniferas
brancaserosadas_semillon;1984;3930216;processamento_viniferas
brancaserosadas_schonburger;1984;0;processamento_viniferas
brancaserosadas_sylvaner;1984;41038;processamento_viniferas
brancaserosadas_tocaifriulano;1984;0;processamento_viniferas
brancaserosadas_trebbiano;1984;17582216;processamento_viniferas
brancaserosadas_trebbianotoscano;1984;0;processamento_viniferas
brancaserosadas_verdea;1984;0;processamento_viniferas
brancaserosadas_verdelho;1984;0;processamento_viniferas
brancaserosadas_verdiso;1984;46048;processamento_viniferas
brancaserosadas_vermentino;1984;29380;processamento_viniferas
brancaserosadas_vernaccia;1984;826441;processamento_viniferas
brancaserosadas_viogner;1984;0;processamento_viniferas
brancaserosadas_viognier;1984;0;processamento_viniferas
brancaserosadas_outras_3;1984;0;processamento_viniferas
tintas;1985;30195343;processamento_viniferas
tintas_alicantebouschet;1985;6807;processamento_viniferas
tintas_ancelota;1985;0;processamento_viniferas
tintas_aramon;1985;37384;processamento_viniferas
tintas_alfrocheiro;1985;0;processamento_viniferas
tintas_arinarnoa;1985;0;processamento_viniferas
tintas_aspirantbouschet;1985;0;processamento_viniferas
tintas_barbera;1985;7290172;processamento_viniferas
tintas_bonarda;1985;1754291;processamento_viniferas
tintas_cabernetfranc;1985;10342293;processamento_viniferas
tintas_cabernetsauvignon;1985;149527;processamento_viniferas
tintas_caladoc;1985;0;processamento_viniferas
tintas_campanario;1985;1660;processamento_viniferas
tintas_canaiolo;1985;455665;processamento_viniferas
tintas_carignan;1985;1733;processamento_viniferas
tintas_carmenere;1985;89699;processamento_viniferas
tintas_castelao;1985;0;processamento_viniferas
tintas_corvina;1985;0;processamento_viniferas
tintas_croatina;1985;0;processamento_viniferas
tintas_cinsaut;1985;7195;processamento_viniferas
tintas_domfelder;1985;0;processamento_viniferas
tintas_dolcetto;1985;0;processamento_viniferas
tintas_durif;1985;0;processamento_viniferas
tintas_egiodola;1985;0;processamento_viniferas
tintas_ekigaina;1985;0;processamento_viniferas
tintas_festival_sugraone;1985;0;processamento_viniferas
tintas_franconia;1985;0;processamento_viniferas
tintas_freisa;1985;4208;processamento_viniferas
tintas_gamaystromain;1985;895817;processamento_viniferas
tintas_gamaybeaujolais;1985;48410;processamento_viniferas
tintas_granoir;1985;27537;processamento_viniferas
tintas_grenache;1985;0;processamento_viniferas
tintas_jaen;1985;0;processamento_viniferas
tintas_lagrein;1985;0;processamento_viniferas
tintas_lambrusco;1985;14360;processamento_viniferas
tintas_malbec;1985;39347;processamento_viniferas
tintas_marzemina;1985;352748;processamento_viniferas
tintas_merlot;1985;6965153;processamento_viniferas
tintas_marselan;1985;0;processamento_viniferas
tintas_misturadeuvasviniferastinto;1985;0;processamento_viniferas
tintas_molinera;1985;0;processamento_viniferas
tintas_montepulciano;1985;0;processamento_viniferas
tintas_moscatobailey;1985;0;processamento_viniferas
tintas_napagamay;1985;9665;processamento_viniferas
tintas_nebbiolo;1985;0;processamento_viniferas
tintas_petitverdot;1985;0;processamento_viniferas
tintas_petitesirah;1985;73075;processamento_viniferas
tintas_pinotage;1985;15236;processamento_viniferas
tintas_pinotnoir;1985;127953;processamento_viniferas
tintas_pinotsaintgeorge;1985;0;processamento_viniferas
tintas_piriquita;1985;0;processamento_viniferas
tintas_primitivo;1985;0;processamento_viniferas
tintas_rebo;1985;0;processamento_viniferas
tintas_refosco;1985;0;processamento_viniferas
tintas_roinella;1985;0;processamento_viniferas
tintas_rubycabernet;1985;426;processamento_viniferas
tintas_sangiovese;1985;144839;processamento_viniferas
tintas_saperavi;1985;0;processamento_viniferas
tintas_sira_falsa;1985;1272377;processamento_viniferas
tintas_tannat;1985;43800;processamento_viniferas
tintas_tempranillo;1985;0;processamento_viniferas
tintas_teroldego;1985;0;processamento_viniferas
