pais;ano;quantidade_valor;quantidade_kg;type
suazilaia;2000;0;0;importacao_vinhos_de_mesa
suica;2000;0;0;importacao_vinhos_de_mesa
tcheca, republica;2000;0;0;importacao_vinhos_de_mesa
tunisia;2000;0;0;importacao_vinhos_de_mesa
turquia;2000;0;0;importacao_vinhos_de_mesa
ucrania;2000;0;0;importacao_vinhos_de_mesa
uruguai;2000;3616134;1961733;importacao_vinhos_de_mesa
nao consta na tabela;2000;0;0;importacao_vinhos_de_mesa
nao declarados;2000;0;0;importacao_vinhos_de_mesa
outros;2000;295205;73451;importacao_vinhos_de_mesa
africa do sul;2001;99201;42661;importacao_vinhos_de_mesa
alemanha;2001;1169872;909077;importacao_vinhos_de_mesa
argelia;2001;0;0;importacao_vinhos_de_mesa
arabia saudita;2001;0;0;importacao_vinhos_de_mesa
argentina;2001;6196286;2585537;importacao_vinhos_de_mesa
armênia;2001;0;0;importacao_vinhos_de_mesa
australia;2001;636740;179310;importacao_vinhos_de_mesa
austria;2001;0;770;importacao_vinhos_de_mesa
bermudas;2001;0;0;importacao_vinhos_de_mesa
belgica;2001;0;0;importacao_vinhos_de_mesa
bolivia;2001;0;0;importacao_vinhos_de_mesa
bosnia-herzegovina;2001;0;0;importacao_vinhos_de_mesa
brasil;2001;0;0;importacao_vinhos_de_mesa
bulgaria;2001;0;0;importacao_vinhos_de_mesa
canada;2001;0;0;importacao_vinhos_de_mesa
chile;2001;11122691;5160203;importacao_vinhos_de_mesa
china;2001;0;0;importacao_vinhos_de_mesa
coreia do sul, republica;2001;0;0;importacao_vinhos_de_mesa
croacia;2001;0;0;importacao_vinhos_de_mesa
cuba;2001;0;0;importacao_vinhos_de_mesa
emirados arabes unidos;2001;0;0;importacao_vinhos_de_mesa
eslovênia;2001;0;0;importacao_vinhos_de_mesa
eslovaquia;2001;0;0;importacao_vinhos_de_mesa
espanha;2001;2360928;624644;importacao_vinhos_de_mesa
estados unidos;2001;1036201;374590;importacao_vinhos_de_mesa
franca;2001;7968430;3118460;importacao_vinhos_de_mesa
georgia;2001;0;0;importacao_vinhos_de_mesa
georgia do sul e sawich do sul, ilhas;2001;0;0;importacao_vinhos_de_mesa
grecia;2001;0;0;importacao_vinhos_de_mesa
hong kong;2001;0;0;importacao_vinhos_de_mesa
hungria;2001;0;0;importacao_vinhos_de_mesa
ionesia;2001;0;0;importacao_vinhos_de_mesa
irlaa;2001;0;0;importacao_vinhos_de_mesa
israel;2001;0;0;importacao_vinhos_de_mesa
italia;2001;15592191;8113437;importacao_vinhos_de_mesa
japao;2001;0;0;importacao_vinhos_de_mesa
iugoslavia;2001;0;0;importacao_vinhos_de_mesa
libano;2001;0;0;importacao_vinhos_de_mesa
luxemburgo;2001;0;0;importacao_vinhos_de_mesa
macedonia;2001;0;0;importacao_vinhos_de_mesa
marrocos;2001;0;0;importacao_vinhos_de_mesa
mexico;2001;0;0;importacao_vinhos_de_mesa
moldavia;2001;0;0;importacao_vinhos_de_mesa
montenegro;2001;0;0;importacao_vinhos_de_mesa
noruega;2001;0;0;importacao_vinhos_de_mesa
nova zelaia;2001;0;0;importacao_vinhos_de_mesa
paises baixos _holaa;2001;0;0;importacao_vinhos_de_mesa
panama;2001;0;0;importacao_vinhos_de_mesa
peru;2001;0;0;importacao_vinhos_de_mesa
porto rico;2001;0;0;importacao_vinhos_de_mesa
portugal;2001;13988909;5225372;importacao_vinhos_de_mesa
reino unido;2001;0;0;importacao_vinhos_de_mesa
republica dominicana;2001;0;0;importacao_vinhos_de_mesa
romênia;2001;0;0;importacao_vinhos_de_mesa
russia;2001;0;0;importacao_vinhos_de_mesa
san marino;2001;0;0;importacao_vinhos_de_mesa
servia;2001;0;0;importacao_vinhos_de_mesa
siria;2001;0;0;importacao_vinhos_de_mesa
suazilaia;2001;0;0;importacao_vinhos_de_mesa
suica;2001;0;0;importacao_vinhos_de_mesa
tcheca, republica;2001;0;0;importacao_vinhos_de_mesa
tunisia;2001;0;0;importacao_vinhos_de_mesa
turquia;2001;0;0;importacao_vinhos_de_mesa
ucrania;2001;0;0;importacao_vinhos_de_mesa
uruguai;2001;3122694;1668697;importacao_vinhos_de_mesa
nao consta na tabela;2001;0;0;importacao_vinhos_de_mesa
nao declarados;2001;0;0;importacao_vinhos_de_mesa
outros;2001;201927;47256;importacao_vinhos_de_mesa
africa do sul;2002;106317;32194;importacao_vinhos_de_mesa
alemanha;2002;829695;759712;importacao_vinhos_de_mesa
argelia;2002;0;0;importacao_vinhos_de_mesa
arabia saudita;2002;0;0;importacao_vinhos_de_mesa
argentina;2002;6894469;3867336;importacao_vinhos_de_mesa
armênia;2002;0;0;importacao_vinhos_de_mesa
australia;2002;446693;148916;importacao_vinhos_de_mesa
austria;2002;0;0;importacao_vinhos_de_mesa
bermudas;2002;0;0;importacao_vinhos_de_mesa
belgica;2002;0;0;importacao_vinhos_de_mesa
bolivia;2002;0;0;importacao_vinhos_de_mesa
bosnia-herzegovina;2002;0;0;importacao_vinhos_de_mesa
brasil;2002;0;0;importacao_vinhos_de_mesa
bulgaria;2002;0;0;importacao_vinhos_de_mesa
canada;2002;0;0;importacao_vinhos_de_mesa
chile;2002;11626770;6200375;importacao_vinhos_de_mesa
china;2002;0;0;importacao_vinhos_de_mesa
coreia do sul, republica;2002;0;0;importacao_vinhos_de_mesa
croacia;2002;0;0;importacao_vinhos_de_mesa
cuba;2002;0;0;importacao_vinhos_de_mesa
emirados arabes unidos;2002;0;0;importacao_vinhos_de_mesa
eslovênia;2002;0;0;importacao_vinhos_de_mesa
eslovaquia;2002;0;0;importacao_vinhos_de_mesa
espanha;2002;1503384;435422;importacao_vinhos_de_mesa
estados unidos;2002;357913;139693;importacao_vinhos_de_mesa
franca;2002;6060888;2355088;importacao_vinhos_de_mesa
georgia;2002;0;0;importacao_vinhos_de_mesa
georgia do sul e sawich do sul, ilhas;2002;0;0;importacao_vinhos_de_mesa
grecia;2002;0;0;importacao_vinhos_de_mesa
hong kong;2002;0;0;importacao_vinhos_de_mesa
hungria;2002;0;0;importacao_vinhos_de_mesa
ionesia;2002;0;0;importacao_vinhos_de_mesa
irlaa;2002;0;0;importacao_vinhos_de_mesa
israel;2002;0;0;importacao_vinhos_de_mesa
italia;2002;11408242;5878763;importacao_vinhos_de_mesa
japao;2002;0;0;importacao_vinhos_de_mesa
iugoslavia;2002;0;0;importacao_vinhos_de_mesa
libano;2002;0;0;importacao_vinhos_de_mesa
luxemburgo;2002;0;0;importacao_vinhos_de_mesa
macedonia;2002;0;0;importacao_vinhos_de_mesa
marrocos;2002;0;0;importacao_vinhos_de_mesa
mexico;2002;0;0;importacao_vinhos_de_mesa
moldavia;2002;0;0;importacao_vinhos_de_mesa
montenegro;2002;0;0;importacao_vinhos_de_mesa
noruega;2002;0;0;importacao_vinhos_de_mesa
nova zelaia;2002;0;0;importacao_vinhos_de_mesa
paises baixos _holaa;2002;0;0;importacao_vinhos_de_mesa
panama;2002;0;0;importacao_vinhos_de_mesa
peru;2002;0;0;importacao_vinhos_de_mesa
porto rico;2002;0;0;importacao_vinhos_de_mesa
portugal;2002;8596328;3047860;importacao_vinhos_de_mesa
reino unido;2002;0;0;importacao_vinhos_de_mesa
republica dominicana;2002;0;0;importacao_vinhos_de_mesa
romênia;2002;0;0;importacao_vinhos_de_mesa
russia;2002;0;0;importacao_vinhos_de_mesa
san marino;2002;0;0;importacao_vinhos_de_mesa
servia;2002;0;0;importacao_vinhos_de_mesa
siria;2002;0;0;importacao_vinhos_de_mesa
suazilaia;2002;0;0;importacao_vinhos_de_mesa
suica;2002;0;0;importacao_vinhos_de_mesa
tcheca, republica;2002;0;0;importacao_vinhos_de_mesa
tunisia;2002;0;0;importacao_vinhos_de_mesa
turquia;2002;0;0;importacao_vinhos_de_mesa
ucrania;2002;0;0;importacao_vinhos_de_mesa
uruguai;2002;2082552;1247891;importacao_vinhos_de_mesa
nao consta na tabela;2002;0;0;importacao_vinhos_de_mesa
nao declarados;2002;0;0;importacao_vinhos_de_mesa
outros;2002;256700;64069;importacao_vinhos_de_mesa
africa do sul;2003;305701;157239;importacao_vinhos_de_mesa
alemanha;2003;629664;573198;importacao_vinhos_de_mesa
argelia;2003;0;0;importacao_vinhos_de_mesa
arabia saudita;2003;0;0;importacao_vinhos_de_mesa
argentina;2003;9653634;5720024;importacao_vinhos_de_mesa
armênia;2003;0;0;importacao_vinhos_de_mesa
australia;2003;344316;126441;importacao_vinhos_de_mesa
austria;2003;0;0;importacao_vinhos_de_mesa
bermudas;2003;0;0;importacao_vinhos_de_mesa
belgica;2003;0;0;importacao_vinhos_de_mesa
bolivia;2003;0;0;importacao_vinhos_de_mesa
bosnia-herzegovina;2003;0;0;importacao_vinhos_de_mesa
brasil;2003;0;0;importacao_vinhos_de_mesa
bulgaria;2003;0;0;importacao_vinhos_de_mesa
canada;2003;0;0;importacao_vinhos_de_mesa
chile;2003;16120955;7955549;importacao_vinhos_de_mesa
china;2003;0;0;importacao_vinhos_de_mesa
coreia do sul, republica;2003;0;0;importacao_vinhos_de_mesa
croacia;2003;0;0;importacao_vinhos_de_mesa
cuba;2003;0;0;importacao_vinhos_de_mesa
emirados arabes unidos;2003;0;0;importacao_vinhos_de_mesa
eslovênia;2003;0;0;importacao_vinhos_de_mesa
eslovaquia;2003;0;0;importacao_vinhos_de_mesa
espanha;2003;1721562;410133;importacao_vinhos_de_mesa
estados unidos;2003;448844;173327;importacao_vinhos_de_mesa
franca;2003;6093629;1958362;importacao_vinhos_de_mesa
georgia;2003;0;0;importacao_vinhos_de_mesa
georgia do sul e sawich do sul, ilhas;2003;0;0;importacao_vinhos_de_mesa
grecia;2003;0;0;importacao_vinhos_de_mesa
hong kong;2003;0;0;importacao_vinhos_de_mesa
hungria;2003;39649;13391;importacao_vinhos_de_mesa
ionesia;2003;0;0;importacao_vinhos_de_mesa
irlaa;2003;0;0;importacao_vinhos_de_mesa
israel;2003;0;0;importacao_vinhos_de_mesa
italia;2003;10545425;5237027;importacao_vinhos_de_mesa
japao;2003;0;0;importacao_vinhos_de_mesa
iugoslavia;2003;0;0;importacao_vinhos_de_mesa
libano;2003;8013;1116;importacao_vinhos_de_mesa
luxemburgo;2003;0;0;importacao_vinhos_de_mesa
macedonia;2003;0;0;importacao_vinhos_de_mesa
marrocos;2003;0;0;importacao_vinhos_de_mesa
mexico;2003;0;0;importacao_vinhos_de_mesa
moldavia;2003;0;0;importacao_vinhos_de_mesa
montenegro;2003;0;0;importacao_vinhos_de_mesa
noruega;2003;0;0;importacao_vinhos_de_mesa
nova zelaia;2003;153081;21139;importacao_vinhos_de_mesa
paises baixos _holaa;2003;0;0;importacao_vinhos_de_mesa
panama;2003;0;0;importacao_vinhos_de_mesa
peru;2003;0;0;importacao_vinhos_de_mesa
porto rico;2003;0;0;importacao_vinhos_de_mesa
portugal;2003;9649346;3344190;importacao_vinhos_de_mesa
reino unido;2003;0;0;importacao_vinhos_de_mesa
republica dominicana;2003;0;0;importacao_vinhos_de_mesa
romênia;2003;0;0;importacao_vinhos_de_mesa
russia;2003;0;0;importacao_vinhos_de_mesa
san marino;2003;0;0;importacao_vinhos_de_mesa
servia;2003;0;0;importacao_vinhos_de_mesa
siria;2003;0;0;importacao_vinhos_de_mesa
suazilaia;2003;0;0;importacao_vinhos_de_mesa
suica;2003;3522;1900;importacao_vinhos_de_mesa
tcheca, republica;2003;0;0;importacao_vinhos_de_mesa
tunisia;2003;0;0;importacao_vinhos_de_mesa
turquia;2003;0;0;importacao_vinhos_de_mesa
ucrania;2003;0;0;importacao_vinhos_de_mesa
uruguai;2003;1630471;1096094;importacao_vinhos_de_mesa
nao consta na tabela;2003;0;0;importacao_vinhos_de_mesa
nao declarados;2003;0;0;importacao_vinhos_de_mesa
outros;2003;0;0;importacao_vinhos_de_mesa
africa do sul;2004;665101;303489;importacao_vinhos_de_mesa
alemanha;2004;550750;420075;importacao_vinhos_de_mesa
argelia;2004;0;0;importacao_vinhos_de_mesa
arabia saudita;2004;0;0;importacao_vinhos_de_mesa
argentina;2004;17142493;10202602;importacao_vinhos_de_mesa
armênia;2004;0;0;importacao_vinhos_de_mesa
australia;2004;561291;192539;importacao_vinhos_de_mesa
austria;2004;24677;1170;importacao_vinhos_de_mesa
bermudas;2004;0;0;importacao_vinhos_de_mesa
belgica;2004;0;0;importacao_vinhos_de_mesa
bolivia;2004;0;0;importacao_vinhos_de_mesa
bosnia-herzegovina;2004;0;0;importacao_vinhos_de_mesa
brasil;2004;16212;2088;importacao_vinhos_de_mesa
bulgaria;2004;0;0;importacao_vinhos_de_mesa
canada;2004;0;0;importacao_vinhos_de_mesa
chile;2004;22521618;11134141;importacao_vinhos_de_mesa
china;2004;0;0;importacao_vinhos_de_mesa
coreia do sul, republica;2004;560;450;importacao_vinhos_de_mesa
croacia;2004;0;0;importacao_vinhos_de_mesa
cuba;2004;0;0;importacao_vinhos_de_mesa
emirados arabes unidos;2004;0;0;importacao_vinhos_de_mesa
eslovênia;2004;0;0;importacao_vinhos_de_mesa
eslovaquia;2004;0;0;importacao_vinhos_de_mesa
espanha;2004;2092080;603666;importacao_vinhos_de_mesa
estados unidos;2004;255328;79531;importacao_vinhos_de_mesa
franca;2004;6201807;2092261;importacao_vinhos_de_mesa
georgia;2004;0;0;importacao_vinhos_de_mesa
georgia do sul e sawich do sul, ilhas;2004;0;0;importacao_vinhos_de_mesa
grecia;2004;0;0;importacao_vinhos_de_mesa
hong kong;2004;0;0;importacao_vinhos_de_mesa
hungria;2004;26900;10967;importacao_vinhos_de_mesa
ionesia;2004;0;0;importacao_vinhos_de_mesa
irlaa;2004;0;0;importacao_vinhos_de_mesa
israel;2004;0;0;importacao_vinhos_de_mesa
italia;2004;12223247;6190395;importacao_vinhos_de_mesa
japao;2004;0;0;importacao_vinhos_de_mesa
iugoslavia;2004;0;0;importacao_vinhos_de_mesa
libano;2004;2726;662;importacao_vinhos_de_mesa
luxemburgo;2004;0;0;importacao_vinhos_de_mesa
macedonia;2004;0;0;importacao_vinhos_de_mesa
marrocos;2004;0;0;importacao_vinhos_de_mesa
mexico;2004;0;0;importacao_vinhos_de_mesa
moldavia;2004;0;0;importacao_vinhos_de_mesa
montenegro;2004;0;0;importacao_vinhos_de_mesa
noruega;2004;0;0;importacao_vinhos_de_mesa
nova zelaia;2004;107273;11774;importacao_vinhos_de_mesa
paises baixos _holaa;2004;0;0;importacao_vinhos_de_mesa
panama;2004;0;0;importacao_vinhos_de_mesa
peru;2004;0;0;importacao_vinhos_de_mesa
porto rico;2004;0;0;importacao_vinhos_de_mesa
portugal;2004;12084110;4151101;importacao_vinhos_de_mesa
reino unido;2004;0;0;importacao_vinhos_de_mesa
republica dominicana;2004;0;0;importacao_vinhos_de_mesa
romênia;2004;0;0;importacao_vinhos_de_mesa
russia;2004;0;0;importacao_vinhos_de_mesa
san marino;2004;0;0;importacao_vinhos_de_mesa
servia;2004;0;0;importacao_vinhos_de_mesa
siria;2004;0;0;importacao_vinhos_de_mesa
suazilaia;2004;0;0;importacao_vinhos_de_mesa
suica;2004;5917;4658;importacao_vinhos_de_mesa
tcheca, republica;2004;0;0;importacao_vinhos_de_mesa
tunisia;2004;0;0;importacao_vinhos_de_mesa
turquia;2004;0;0;importacao_vinhos_de_mesa
ucrania;2004;0;0;importacao_vinhos_de_mesa
uruguai;2004;1089054;660522;importacao_vinhos_de_mesa
nao consta na tabela;2004;0;0;importacao_vinhos_de_mesa
nao declarados;2004;0;0;importacao_vinhos_de_mesa
outros;2004;0;0;importacao_vinhos_de_mesa
africa do sul;2005;775421;407413;importacao_vinhos_de_mesa
alemanha;2005;382599;253685;importacao_vinhos_de_mesa
argelia;2005;0;0;importacao_vinhos_de_mesa
arabia saudita;2005;0;0;importacao_vinhos_de_mesa
argentina;2005;21623751;10845213;importacao_vinhos_de_mesa
armênia;2005;0;0;importacao_vinhos_de_mesa
australia;2005;901226;324162;importacao_vinhos_de_mesa
austria;2005;17321;1688;importacao_vinhos_de_mesa
bermudas;2005;0;0;importacao_vinhos_de_mesa
belgica;2005;0;0;importacao_vinhos_de_mesa
bolivia;2005;0;0;importacao_vinhos_de_mesa
bosnia-herzegovina;2005;0;0;importacao_vinhos_de_mesa
brasil;2005;20041;3007;importacao_vinhos_de_mesa
bulgaria;2005;0;0;importacao_vinhos_de_mesa
canada;2005;0;0;importacao_vinhos_de_mesa
chile;2005;25645333;11647128;importacao_vinhos_de_mesa
china;2005;0;0;importacao_vinhos_de_mesa
coreia do sul, republica;2005;0;0;importacao_vinhos_de_mesa
croacia;2005;0;0;importacao_vinhos_de_mesa
cuba;2005;0;0;importacao_vinhos_de_mesa
emirados arabes unidos;2005;0;0;importacao_vinhos_de_mesa
eslovênia;2005;0;0;importacao_vinhos_de_mesa
eslovaquia;2005;0;0;importacao_vinhos_de_mesa
espanha;2005;2504139;508494;importacao_vinhos_de_mesa
estados unidos;2005;245198;53043;importacao_vinhos_de_mesa
franca;2005;5783702;1671209;importacao_vinhos_de_mesa
georgia;2005;0;0;importacao_vinhos_de_mesa
georgia do sul e sawich do sul, ilhas;2005;0;0;importacao_vinhos_de_mesa
grecia;2005;0;0;importacao_vinhos_de_mesa
hong kong;2005;0;0;importacao_vinhos_de_mesa
hungria;2005;53615;10858;importacao_vinhos_de_mesa
ionesia;2005;0;0;importacao_vinhos_de_mesa
irlaa;2005;0;0;importacao_vinhos_de_mesa
israel;2005;0;0;importacao_vinhos_de_mesa
italia;2005;11300501;6010760;importacao_vinhos_de_mesa
japao;2005;0;0;importacao_vinhos_de_mesa
iugoslavia;2005;0;0;importacao_vinhos_de_mesa
libano;2005;12774;1431;importacao_vinhos_de_mesa
luxemburgo;2005;0;0;importacao_vinhos_de_mesa
macedonia;2005;0;0;importacao_vinhos_de_mesa
marrocos;2005;0;0;importacao_vinhos_de_mesa
mexico;2005;0;0;importacao_vinhos_de_mesa
moldavia;2005;0;0;importacao_vinhos_de_mesa
montenegro;2005;0;0;importacao_vinhos_de_mesa
noruega;2005;0;0;importacao_vinhos_de_mesa
nova zelaia;2005;224441;31291;importacao_vinhos_de_mesa
paises baixos _holaa;2005;0;0;importacao_vinhos_de_mesa
panama;2005;0;0;importacao_vinhos_de_mesa
peru;2005;0;0;importacao_vinhos_de_mesa
porto rico;2005;0;0;importacao_vinhos_de_mesa
portugal;2005;15007625;5182827;importacao_vinhos_de_mesa
reino unido;2005;0;0;importacao_vinhos_de_mesa
republica dominicana;2005;0;0;importacao_vinhos_de_mesa
romênia;2005;0;0;importacao_vinhos_de_mesa
russia;2005;0;0;importacao_vinhos_de_mesa
san marino;2005;0;0;importacao_vinhos_de_mesa
servia;2005;0;0;importacao_vinhos_de_mesa
siria;2005;0;0;importacao_vinhos_de_mesa
suazilaia;2005;0;0;importacao_vinhos_de_mesa
suica;2005;9430;3841;importacao_vinhos_de_mesa
tcheca, republica;2005;0;0;importacao_vinhos_de_mesa
tunisia;2005;0;0;importacao_vinhos_de_mesa
turquia;2005;0;0;importacao_vinhos_de_mesa
ucrania;2005;0;0;importacao_vinhos_de_mesa
uruguai;2005;924066;512973;importacao_vinhos_de_mesa
nao consta na tabela;2005;0;0;importacao_vinhos_de_mesa
nao declarados;2005;0;0;importacao_vinhos_de_mesa
outros;2005;63967;13970;importacao_vinhos_de_mesa
africa do sul;2006;1164032;358870;importacao_vinhos_de_mesa
alemanha;2006;634870;314749;importacao_vinhos_de_mesa
argelia;2006;0;0;importacao_vinhos_de_mesa
arabia saudita;2006;0;0;importacao_vinhos_de_mesa
argentina;2006;25822840;11939727;importacao_vinhos_de_mesa
armênia;2006;0;0;importacao_vinhos_de_mesa
australia;2006;1059677;254407;importacao_vinhos_de_mesa
austria;2006;8359;1351;importacao_vinhos_de_mesa
bermudas;2006;0;0;importacao_vinhos_de_mesa
belgica;2006;0;0;importacao_vinhos_de_mesa
bolivia;2006;0;0;importacao_vinhos_de_mesa
bosnia-herzegovina;2006;0;0;importacao_vinhos_de_mesa
brasil;2006;12527;2930;importacao_vinhos_de_mesa
bulgaria;2006;0;0;importacao_vinhos_de_mesa
canada;2006;0;0;importacao_vinhos_de_mesa
chile;2006;36681244;15194205;importacao_vinhos_de_mesa
china;2006;496;22;importacao_vinhos_de_mesa
coreia do sul, republica;2006;600;800;importacao_vinhos_de_mesa
croacia;2006;0;0;importacao_vinhos_de_mesa
cuba;2006;0;0;importacao_vinhos_de_mesa
emirados arabes unidos;2006;0;0;importacao_vinhos_de_mesa
eslovênia;2006;0;0;importacao_vinhos_de_mesa
eslovaquia;2006;0;0;importacao_vinhos_de_mesa
espanha;2006;4288963;971869;importacao_vinhos_de_mesa
estados unidos;2006;355478;61283;importacao_vinhos_de_mesa
franca;2006;10507604;2561966;importacao_vinhos_de_mesa
georgia;2006;0;0;importacao_vinhos_de_mesa
georgia do sul e sawich do sul, ilhas;2006;0;0;importacao_vinhos_de_mesa
grecia;2006;1450;670;importacao_vinhos_de_mesa
hong kong;2006;0;0;importacao_vinhos_de_mesa
hungria;2006;54542;10530;importacao_vinhos_de_mesa
ionesia;2006;0;0;importacao_vinhos_de_mesa
irlaa;2006;0;0;importacao_vinhos_de_mesa
israel;2006;0;0;importacao_vinhos_de_mesa
italia;2006;17018760;7983641;importacao_vinhos_de_mesa
japao;2006;0;0;importacao_vinhos_de_mesa
iugoslavia;2006;0;0;importacao_vinhos_de_mesa
libano;2006;10605;5121;importacao_vinhos_de_mesa
luxemburgo;2006;0;0;importacao_vinhos_de_mesa
macedonia;2006;0;0;importacao_vinhos_de_mesa
marrocos;2006;0;0;importacao_vinhos_de_mesa
mexico;2006;0;0;importacao_vinhos_de_mesa
moldavia;2006;0;0;importacao_vinhos_de_mesa
montenegro;2006;0;0;importacao_vinhos_de_mesa
noruega;2006;0;0;importacao_vinhos_de_mesa
nova zelaia;2006;254987;31825;importacao_vinhos_de_mesa
paises baixos _holaa;2006;0;0;importacao_vinhos_de_mesa
panama;2006;0;0;importacao_vinhos_de_mesa
peru;2006;0;0;importacao_vinhos_de_mesa
porto rico;2006;0;0;importacao_vinhos_de_mesa
portugal;2006;19063151;5936299;importacao_vinhos_de_mesa
reino unido;2006;56268;14909;importacao_vinhos_de_mesa
republica dominicana;2006;0;0;importacao_vinhos_de_mesa
romênia;2006;0;0;importacao_vinhos_de_mesa
russia;2006;0;0;importacao_vinhos_de_mesa
san marino;2006;0;0;importacao_vinhos_de_mesa
servia;2006;0;0;importacao_vinhos_de_mesa
siria;2006;0;0;importacao_vinhos_de_mesa
suazilaia;2006;0;0;importacao_vinhos_de_mesa
suica;2006;6018;4222;importacao_vinhos_de_mesa
tcheca, republica;2006;0;0;importacao_vinhos_de_mesa
tunisia;2006;0;0;importacao_vinhos_de_mesa
turquia;2006;0;0;importacao_vinhos_de_mesa
ucrania;2006;0;0;importacao_vinhos_de_mesa
uruguai;2006;1439538;715474;importacao_vinhos_de_mesa
nao consta na tabela;2006;0;0;importacao_vinhos_de_mesa
nao declarados;2006;0;0;importacao_vinhos_de_mesa
outros;2006;0;0;importacao_vinhos_de_mesa
africa do sul;2007;1320244;386425;importacao_vinhos_de_mesa
alemanha;2007;647626;234006;importacao_vinhos_de_mesa
argelia;2007;0;0;importacao_vinhos_de_mesa
arabia saudita;2007;0;0;importacao_vinhos_de_mesa
argentina;2007;36160548;15621172;importacao_vinhos_de_mesa
armênia;2007;0;0;importacao_vinhos_de_mesa
australia;2007;1583361;363611;importacao_vinhos_de_mesa
austria;2007;35247;1688;importacao_vinhos_de_mesa
bermudas;2007;0;0;importacao_vinhos_de_mesa
belgica;2007;0;0;importacao_vinhos_de_mesa
bolivia;2007;1348;540;importacao_vinhos_de_mesa
bosnia-herzegovina;2007;0;0;importacao_vinhos_de_mesa
brasil;2007;19633;3513;importacao_vinhos_de_mesa
bulgaria;2007;0;0;importacao_vinhos_de_mesa
canada;2007;0;0;importacao_vinhos_de_mesa
chile;2007;47680946;18845522;importacao_vinhos_de_mesa
china;2007;4235;459;importacao_vinhos_de_mesa
coreia do sul, republica;2007;0;0;importacao_vinhos_de_mesa
croacia;2007;0;0;importacao_vinhos_de_mesa
cuba;2007;0;0;importacao_vinhos_de_mesa
emirados arabes unidos;2007;0;0;importacao_vinhos_de_mesa
eslovênia;2007;0;0;importacao_vinhos_de_mesa
eslovaquia;2007;0;0;importacao_vinhos_de_mesa
espanha;2007;4506858;862045;importacao_vinhos_de_mesa
estados unidos;2007;334204;79376;importacao_vinhos_de_mesa
franca;2007;14721769;2737947;importacao_vinhos_de_mesa
georgia;2007;0;0;importacao_vinhos_de_mesa
georgia do sul e sawich do sul, ilhas;2007;0;0;importacao_vinhos_de_mesa
grecia;2007;137867;18110;importacao_vinhos_de_mesa
hong kong;2007;0;0;importacao_vinhos_de_mesa
hungria;2007;82552;14600;importacao_vinhos_de_mesa
ionesia;2007;0;0;importacao_vinhos_de_mesa
irlaa;2007;0;0;importacao_vinhos_de_mesa
israel;2007;27398;13250;importacao_vinhos_de_mesa
italia;2007;22023175;9177932;importacao_vinhos_de_mesa
japao;2007;0;0;importacao_vinhos_de_mesa
iugoslavia;2007;0;0;importacao_vinhos_de_mesa
libano;2007;25265;6768;importacao_vinhos_de_mesa
luxemburgo;2007;0;0;importacao_vinhos_de_mesa
macedonia;2007;0;0;importacao_vinhos_de_mesa
marrocos;2007;0;0;importacao_vinhos_de_mesa
mexico;2007;0;0;importacao_vinhos_de_mesa
moldavia;2007;0;0;importacao_vinhos_de_mesa
montenegro;2007;0;0;importacao_vinhos_de_mesa
noruega;2007;0;0;importacao_vinhos_de_mesa
nova zelaia;2007;417276;47220;importacao_vinhos_de_mesa
paises baixos _holaa;2007;0;0;importacao_vinhos_de_mesa
panama;2007;0;0;importacao_vinhos_de_mesa
peru;2007;0;0;importacao_vinhos_de_mesa
porto rico;2007;14781;15658;importacao_vinhos_de_mesa
portugal;2007;23945522;6805601;importacao_vinhos_de_mesa
reino unido;2007;67728;7056;importacao_vinhos_de_mesa
republica dominicana;2007;0;0;importacao_vinhos_de_mesa
romênia;2007;0;0;importacao_vinhos_de_mesa
russia;2007;0;0;importacao_vinhos_de_mesa
san marino;2007;0;0;importacao_vinhos_de_mesa
servia;2007;0;0;importacao_vinhos_de_mesa
siria;2007;0;0;importacao_vinhos_de_mesa
suazilaia;2007;0;0;importacao_vinhos_de_mesa
suica;2007;0;0;importacao_vinhos_de_mesa
tcheca, republica;2007;0;0;importacao_vinhos_de_mesa
tunisia;2007;0;0;importacao_vinhos_de_mesa
turquia;2007;0;0;importacao_vinhos_de_mesa
ucrania;2007;0;0;importacao_vinhos_de_mesa
uruguai;2007;3131899;2387225;importacao_vinhos_de_mesa
nao consta na tabela;2007;0;0;importacao_vinhos_de_mesa
nao declarados;2007;0;0;importacao_vinhos_de_mesa
outros;2007;0;0;importacao_vinhos_de_mesa
africa do sul;2008;1151699;315380;importacao_vinhos_de_mesa
alemanha;2008;1063825;293935;importacao_vinhos_de_mesa
argelia;2008;0;0;importacao_vinhos_de_mesa
arabia saudita;2008;0;0;importacao_vinhos_de_mesa
argentina;2008;37382581;14417761;importacao_vinhos_de_mesa
armênia;2008;0;0;importacao_vinhos_de_mesa
australia;2008;1248671;215135;importacao_vinhos_de_mesa
austria;2008;73348;11388;importacao_vinhos_de_mesa
bermudas;2008;0;0;importacao_vinhos_de_mesa
belgica;2008;0;0;importacao_vinhos_de_mesa
bolivia;2008;0;0;importacao_vinhos_de_mesa
bosnia-herzegovina;2008;0;0;importacao_vinhos_de_mesa
brasil;2008;1769;309;importacao_vinhos_de_mesa
bulgaria;2008;0;0;importacao_vinhos_de_mesa
canada;2008;30957;396;importacao_vinhos_de_mesa
chile;2008;50748373;18662626;importacao_vinhos_de_mesa
