pais;ano;quantidade_valor;quantidade_kg;type
franca;1988;204117;32809;importacao_espumantes
georgia;1988;0;0;importacao_espumantes
granada;1988;0;0;importacao_espumantes
grecia;1988;0;0;importacao_espumantes
hong kong;1988;0;0;importacao_espumantes
hungria;1988;0;0;importacao_espumantes
ionesia;1988;0;0;importacao_espumantes
irlaa;1988;0;0;importacao_espumantes
israel;1988;0;0;importacao_espumantes
italia;1988;39084;31077;importacao_espumantes
luxemburgo;1988;0;0;importacao_espumantes
mexico;1988;0;0;importacao_espumantes
moldavia;1988;0;0;importacao_espumantes
nova zelaia;1988;0;0;importacao_espumantes
paises baixos;1988;0;0;importacao_espumantes
panama;1988;0;0;importacao_espumantes
peru;1988;0;0;importacao_espumantes
portugal;1988;303888;225450;importacao_espumantes
reino unido;1988;0;0;importacao_espumantes
romênia;1988;0;0;importacao_espumantes
suica;1988;0;0;importacao_espumantes
tunisia;1988;0;0;importacao_espumantes
ucrania;1988;0;0;importacao_espumantes
uruguai;1988;0;0;importacao_espumantes
nao consta na tabela;1988;0;0;importacao_espumantes
nao declarados;1988;0;0;importacao_espumantes
outros;1988;2600;1800;importacao_espumantes
africa do sul;1989;0;0;importacao_espumantes
alemanha;1989;17431;9000;importacao_espumantes
argentina;1989;15000;5176;importacao_espumantes
australia;1989;0;0;importacao_espumantes
austria;1989;0;0;importacao_espumantes
bermudas;1989;0;0;importacao_espumantes
bahamas;1989;0;0;importacao_espumantes
belgica;1989;0;0;importacao_espumantes
brasil;1989;0;0;importacao_espumantes
bulgaria;1989;0;0;importacao_espumantes
canada;1989;0;0;importacao_espumantes
chile;1989;12675;7449;importacao_espumantes
croacia;1989;0;0;importacao_espumantes
cuba;1989;0;0;importacao_espumantes
emirados arabes unidos;1989;0;0;importacao_espumantes
eslovênia;1989;0;0;importacao_espumantes
espanha;1989;143790;58995;importacao_espumantes
estados unidos;1989;0;0;importacao_espumantes
franca;1989;358096;52601;importacao_espumantes
georgia;1989;0;0;importacao_espumantes
granada;1989;0;0;importacao_espumantes
grecia;1989;0;0;importacao_espumantes
hong kong;1989;0;0;importacao_espumantes
hungria;1989;0;0;importacao_espumantes
ionesia;1989;0;0;importacao_espumantes
irlaa;1989;0;0;importacao_espumantes
israel;1989;0;0;importacao_espumantes
italia;1989;68918;26802;importacao_espumantes
luxemburgo;1989;0;0;importacao_espumantes
mexico;1989;0;0;importacao_espumantes
moldavia;1989;0;0;importacao_espumantes
nova zelaia;1989;0;0;importacao_espumantes
paises baixos;1989;0;0;importacao_espumantes
panama;1989;0;0;importacao_espumantes
peru;1989;0;0;importacao_espumantes
portugal;1989;16240;7740;importacao_espumantes
reino unido;1989;0;0;importacao_espumantes
romênia;1989;0;0;importacao_espumantes
suica;1989;0;0;importacao_espumantes
tunisia;1989;0;0;importacao_espumantes
ucrania;1989;0;0;importacao_espumantes
uruguai;1989;0;0;importacao_espumantes
nao consta na tabela;1989;0;0;importacao_espumantes
nao declarados;1989;0;0;importacao_espumantes
outros;1989;0;0;importacao_espumantes
africa do sul;1990;0;0;importacao_espumantes
alemanha;1990;29121;12613;importacao_espumantes
argentina;1990;20000;4500;importacao_espumantes
australia;1990;0;0;importacao_espumantes
austria;1990;0;0;importacao_espumantes
bermudas;1990;0;0;importacao_espumantes
bahamas;1990;0;0;importacao_espumantes
belgica;1990;0;0;importacao_espumantes
brasil;1990;0;0;importacao_espumantes
bulgaria;1990;0;0;importacao_espumantes
canada;1990;0;0;importacao_espumantes
chile;1990;1200;540;importacao_espumantes
croacia;1990;0;0;importacao_espumantes
cuba;1990;0;0;importacao_espumantes
emirados arabes unidos;1990;0;0;importacao_espumantes
eslovênia;1990;0;0;importacao_espumantes
espanha;1990;355275;121856;importacao_espumantes
estados unidos;1990;0;0;importacao_espumantes
franca;1990;448505;32371;importacao_espumantes
georgia;1990;0;0;importacao_espumantes
granada;1990;0;0;importacao_espumantes
grecia;1990;0;0;importacao_espumantes
hong kong;1990;0;0;importacao_espumantes
hungria;1990;0;0;importacao_espumantes
ionesia;1990;0;0;importacao_espumantes
irlaa;1990;0;0;importacao_espumantes
israel;1990;0;0;importacao_espumantes
italia;1990;73084;24120;importacao_espumantes
luxemburgo;1990;0;0;importacao_espumantes
mexico;1990;0;0;importacao_espumantes
moldavia;1990;0;0;importacao_espumantes
nova zelaia;1990;0;0;importacao_espumantes
paises baixos;1990;0;0;importacao_espumantes
panama;1990;0;0;importacao_espumantes
peru;1990;0;0;importacao_espumantes
portugal;1990;24269;9467;importacao_espumantes
reino unido;1990;0;0;importacao_espumantes
romênia;1990;0;0;importacao_espumantes
suica;1990;0;0;importacao_espumantes
tunisia;1990;0;0;importacao_espumantes
ucrania;1990;0;0;importacao_espumantes
uruguai;1990;0;0;importacao_espumantes
nao consta na tabela;1990;0;0;importacao_espumantes
nao declarados;1990;0;0;importacao_espumantes
outros;1990;5042;1170;importacao_espumantes
africa do sul;1991;0;0;importacao_espumantes
alemanha;1991;41978;11275;importacao_espumantes
argentina;1991;83975;24889;importacao_espumantes
australia;1991;0;0;importacao_espumantes
austria;1991;0;0;importacao_espumantes
bermudas;1991;0;0;importacao_espumantes
bahamas;1991;0;0;importacao_espumantes
belgica;1991;0;0;importacao_espumantes
brasil;1991;0;0;importacao_espumantes
bulgaria;1991;0;0;importacao_espumantes
canada;1991;0;0;importacao_espumantes
chile;1991;28600;10800;importacao_espumantes
croacia;1991;0;0;importacao_espumantes
cuba;1991;0;0;importacao_espumantes
emirados arabes unidos;1991;0;0;importacao_espumantes
eslovênia;1991;0;0;importacao_espumantes
espanha;1991;294496;92798;importacao_espumantes
estados unidos;1991;0;0;importacao_espumantes
franca;1991;353361;33945;importacao_espumantes
georgia;1991;0;0;importacao_espumantes
granada;1991;0;0;importacao_espumantes
grecia;1991;0;0;importacao_espumantes
hong kong;1991;0;0;importacao_espumantes
hungria;1991;0;0;importacao_espumantes
ionesia;1991;0;0;importacao_espumantes
irlaa;1991;0;0;importacao_espumantes
israel;1991;0;0;importacao_espumantes
italia;1991;101279;35118;importacao_espumantes
luxemburgo;1991;0;0;importacao_espumantes
mexico;1991;0;0;importacao_espumantes
moldavia;1991;0;0;importacao_espumantes
nova zelaia;1991;0;0;importacao_espumantes
paises baixos;1991;0;0;importacao_espumantes
panama;1991;0;0;importacao_espumantes
peru;1991;0;0;importacao_espumantes
portugal;1991;11095;4185;importacao_espumantes
reino unido;1991;0;0;importacao_espumantes
romênia;1991;0;0;importacao_espumantes
suica;1991;0;0;importacao_espumantes
tunisia;1991;0;0;importacao_espumantes
ucrania;1991;0;0;importacao_espumantes
uruguai;1991;0;0;importacao_espumantes
nao consta na tabela;1991;0;0;importacao_espumantes
nao declarados;1991;0;0;importacao_espumantes
outros;1991;12358;3935;importacao_espumantes
africa do sul;1992;0;0;importacao_espumantes
alemanha;1992;13660;6059;importacao_espumantes
argentina;1992;18650;7020;importacao_espumantes
australia;1992;0;0;importacao_espumantes
austria;1992;0;0;importacao_espumantes
bermudas;1992;0;0;importacao_espumantes
bahamas;1992;0;0;importacao_espumantes
belgica;1992;0;0;importacao_espumantes
brasil;1992;0;0;importacao_espumantes
bulgaria;1992;0;0;importacao_espumantes
canada;1992;0;0;importacao_espumantes
chile;1992;0;0;importacao_espumantes
croacia;1992;0;0;importacao_espumantes
cuba;1992;0;0;importacao_espumantes
emirados arabes unidos;1992;0;0;importacao_espumantes
eslovênia;1992;0;0;importacao_espumantes
espanha;1992;215873;63633;importacao_espumantes
estados unidos;1992;0;0;importacao_espumantes
franca;1992;156403;15001;importacao_espumantes
georgia;1992;0;0;importacao_espumantes
granada;1992;0;0;importacao_espumantes
grecia;1992;0;0;importacao_espumantes
hong kong;1992;0;0;importacao_espumantes
hungria;1992;0;0;importacao_espumantes
ionesia;1992;0;0;importacao_espumantes
irlaa;1992;0;0;importacao_espumantes
israel;1992;0;0;importacao_espumantes
italia;1992;50017;17241;importacao_espumantes
luxemburgo;1992;0;0;importacao_espumantes
mexico;1992;0;0;importacao_espumantes
moldavia;1992;0;0;importacao_espumantes
nova zelaia;1992;0;0;importacao_espumantes
paises baixos;1992;0;0;importacao_espumantes
panama;1992;0;0;importacao_espumantes
peru;1992;0;0;importacao_espumantes
portugal;1992;10906;4545;importacao_espumantes
reino unido;1992;0;0;importacao_espumantes
romênia;1992;0;0;importacao_espumantes
suica;1992;0;0;importacao_espumantes
tunisia;1992;0;0;importacao_espumantes
ucrania;1992;0;0;importacao_espumantes
uruguai;1992;0;0;importacao_espumantes
nao consta na tabela;1992;0;0;importacao_espumantes
nao declarados;1992;0;0;importacao_espumantes
outros;1992;3301;688;importacao_espumantes
africa do sul;1993;0;0;importacao_espumantes
alemanha;1993;110948;39747;importacao_espumantes
argentina;1993;63626;17205;importacao_espumantes
australia;1993;0;0;importacao_espumantes
austria;1993;0;0;importacao_espumantes
bermudas;1993;0;0;importacao_espumantes
bahamas;1993;0;0;importacao_espumantes
belgica;1993;0;0;importacao_espumantes
brasil;1993;0;0;importacao_espumantes
bulgaria;1993;0;0;importacao_espumantes
canada;1993;0;0;importacao_espumantes
chile;1993;4860;1560;importacao_espumantes
croacia;1993;0;0;importacao_espumantes
cuba;1993;0;0;importacao_espumantes
emirados arabes unidos;1993;0;0;importacao_espumantes
eslovênia;1993;0;0;importacao_espumantes
espanha;1993;584200;172218;importacao_espumantes
estados unidos;1993;0;0;importacao_espumantes
franca;1993;543157;54501;importacao_espumantes
georgia;1993;0;0;importacao_espumantes
granada;1993;0;0;importacao_espumantes
grecia;1993;0;0;importacao_espumantes
hong kong;1993;0;0;importacao_espumantes
hungria;1993;0;0;importacao_espumantes
ionesia;1993;0;0;importacao_espumantes
irlaa;1993;0;0;importacao_espumantes
israel;1993;0;0;importacao_espumantes
italia;1993;265440;132449;importacao_espumantes
luxemburgo;1993;0;0;importacao_espumantes
mexico;1993;0;0;importacao_espumantes
moldavia;1993;0;0;importacao_espumantes
nova zelaia;1993;0;0;importacao_espumantes
paises baixos;1993;0;0;importacao_espumantes
panama;1993;0;0;importacao_espumantes
peru;1993;0;0;importacao_espumantes
portugal;1993;19783;6870;importacao_espumantes
reino unido;1993;0;0;importacao_espumantes
romênia;1993;0;0;importacao_espumantes
suica;1993;0;0;importacao_espumantes
tunisia;1993;0;0;importacao_espumantes
ucrania;1993;0;0;importacao_espumantes
uruguai;1993;0;0;importacao_espumantes
nao consta na tabela;1993;0;0;importacao_espumantes
nao declarados;1993;0;0;importacao_espumantes
outros;1993;10176;3902;importacao_espumantes
africa do sul;1994;0;0;importacao_espumantes
alemanha;1994;84842;37942;importacao_espumantes
argentina;1994;32089;8270;importacao_espumantes
australia;1994;0;0;importacao_espumantes
austria;1994;0;0;importacao_espumantes
bermudas;1994;0;0;importacao_espumantes
bahamas;1994;0;0;importacao_espumantes
belgica;1994;0;0;importacao_espumantes
brasil;1994;0;0;importacao_espumantes
bulgaria;1994;0;0;importacao_espumantes
canada;1994;0;0;importacao_espumantes
chile;1994;13224;4590;importacao_espumantes
croacia;1994;0;0;importacao_espumantes
cuba;1994;0;0;importacao_espumantes
emirados arabes unidos;1994;0;0;importacao_espumantes
eslovênia;1994;0;0;importacao_espumantes
espanha;1994;601583;182952;importacao_espumantes
estados unidos;1994;0;0;importacao_espumantes
franca;1994;1602204;209274;importacao_espumantes
georgia;1994;0;0;importacao_espumantes
granada;1994;0;0;importacao_espumantes
grecia;1994;0;0;importacao_espumantes
hong kong;1994;0;0;importacao_espumantes
hungria;1994;0;0;importacao_espumantes
ionesia;1994;0;0;importacao_espumantes
irlaa;1994;0;0;importacao_espumantes
israel;1994;0;0;importacao_espumantes
italia;1994;501486;232676;importacao_espumantes
luxemburgo;1994;0;0;importacao_espumantes
mexico;1994;0;0;importacao_espumantes
moldavia;1994;0;0;importacao_espumantes
nova zelaia;1994;0;0;importacao_espumantes
paises baixos;1994;0;0;importacao_espumantes
panama;1994;0;0;importacao_espumantes
peru;1994;0;0;importacao_espumantes
portugal;1994;43097;17827;importacao_espumantes
reino unido;1994;0;0;importacao_espumantes
romênia;1994;0;0;importacao_espumantes
suica;1994;0;0;importacao_espumantes
tunisia;1994;0;0;importacao_espumantes
ucrania;1994;0;0;importacao_espumantes
uruguai;1994;0;0;importacao_espumantes
nao consta na tabela;1994;0;0;importacao_espumantes
nao declarados;1994;0;0;importacao_espumantes
outros;1994;19787;8979;importacao_espumantes
africa do sul;1995;0;0;importacao_espumantes
alemanha;1995;170816;75829;importacao_espumantes
argentina;1995;68936;17382;importacao_espumantes
australia;1995;0;0;importacao_espumantes
austria;1995;0;0;importacao_espumantes
bermudas;1995;0;0;importacao_espumantes
bahamas;1995;0;0;importacao_espumantes
belgica;1995;0;0;importacao_espumantes
brasil;1995;0;0;importacao_espumantes
bulgaria;1995;0;0;importacao_espumantes
canada;1995;0;0;importacao_espumantes
chile;1995;73649;24237;importacao_espumantes
croacia;1995;0;0;importacao_espumantes
cuba;1995;0;0;importacao_espumantes
emirados arabes unidos;1995;0;0;importacao_espumantes
eslovênia;1995;0;0;importacao_espumantes
espanha;1995;903594;269731;importacao_espumantes
estados unidos;1995;0;0;importacao_espumantes
franca;1995;1672679;234968;importacao_espumantes
georgia;1995;0;0;importacao_espumantes
granada;1995;0;0;importacao_espumantes
grecia;1995;0;0;importacao_espumantes
hong kong;1995;0;0;importacao_espumantes
hungria;1995;0;0;importacao_espumantes
ionesia;1995;0;0;importacao_espumantes
irlaa;1995;0;0;importacao_espumantes
israel;1995;0;0;importacao_espumantes
italia;1995;554770;230441;importacao_espumantes
luxemburgo;1995;0;0;importacao_espumantes
mexico;1995;0;0;importacao_espumantes
moldavia;1995;0;0;importacao_espumantes
nova zelaia;1995;0;0;importacao_espumantes
paises baixos;1995;0;0;importacao_espumantes
panama;1995;0;0;importacao_espumantes
peru;1995;0;0;importacao_espumantes
portugal;1995;37615;11745;importacao_espumantes
reino unido;1995;0;0;importacao_espumantes
romênia;1995;0;0;importacao_espumantes
suica;1995;0;0;importacao_espumantes
tunisia;1995;0;0;importacao_espumantes
ucrania;1995;0;0;importacao_espumantes
uruguai;1995;0;0;importacao_espumantes
nao consta na tabela;1995;0;0;importacao_espumantes
nao declarados;1995;0;0;importacao_espumantes
outros;1995;40703;20108;importacao_espumantes
africa do sul;1996;0;0;importacao_espumantes
alemanha;1996;68098;22766;importacao_espumantes
argentina;1996;3110;567;importacao_espumantes
australia;1996;0;0;importacao_espumantes
austria;1996;0;0;importacao_espumantes
bermudas;1996;0;0;importacao_espumantes
bahamas;1996;0;0;importacao_espumantes
belgica;1996;0;0;importacao_espumantes
brasil;1996;0;0;importacao_espumantes
bulgaria;1996;0;0;importacao_espumantes
canada;1996;0;0;importacao_espumantes
chile;1996;37785;26686;importacao_espumantes
croacia;1996;0;0;importacao_espumantes
cuba;1996;0;0;importacao_espumantes
emirados arabes unidos;1996;0;0;importacao_espumantes
eslovênia;1996;0;0;importacao_espumantes
espanha;1996;778631;198872;importacao_espumantes
estados unidos;1996;0;0;importacao_espumantes
franca;1996;2319514;272978;importacao_espumantes
georgia;1996;0;0;importacao_espumantes
granada;1996;0;0;importacao_espumantes
grecia;1996;0;0;importacao_espumantes
hong kong;1996;0;0;importacao_espumantes
hungria;1996;0;0;importacao_espumantes
ionesia;1996;0;0;importacao_espumantes
irlaa;1996;0;0;importacao_espumantes
israel;1996;0;0;importacao_espumantes
italia;1996;480610;203645;importacao_espumantes
luxemburgo;1996;0;0;importacao_espumantes
mexico;1996;0;0;importacao_espumantes
moldavia;1996;0;0;importacao_espumantes
nova zelaia;1996;0;0;importacao_espumantes
paises baixos;1996;0;0;importacao_espumantes
panama;1996;0;0;importacao_espumantes
peru;1996;0;0;importacao_espumantes
portugal;1996;47858;14861;importacao_espumantes
reino unido;1996;0;0;importacao_espumantes
romênia;1996;0;0;importacao_espumantes
suica;1996;0;0;importacao_espumantes
tunisia;1996;0;0;importacao_espumantes
ucrania;1996;0;0;importacao_espumantes
uruguai;1996;44125;11813;importacao_espumantes
nao consta na tabela;1996;23378;3133;importacao_espumantes
nao declarados;1996;571;140;importacao_espumantes
outros;1996;34875;8771;importacao_espumantes
africa do sul;1997;0;0;importacao_espumantes
alemanha;1997;29238;8648;importacao_espumantes
argentina;1997;26864;11139;importacao_espumantes
australia;1997;0;0;importacao_espumantes
austria;1997;0;0;importacao_espumantes
bermudas;1997;0;0;importacao_espumantes
bahamas;1997;0;0;importacao_espumantes
belgica;1997;0;0;importacao_espumantes
brasil;1997;0;0;importacao_espumantes
bulgaria;1997;0;0;importacao_espumantes
canada;1997;0;0;importacao_espumantes
chile;1997;13680;2565;importacao_espumantes
croacia;1997;0;0;importacao_espumantes
cuba;1997;0;0;importacao_espumantes
emirados arabes unidos;1997;0;0;importacao_espumantes
eslovênia;1997;0;0;importacao_espumantes
espanha;1997;920891;259100;importacao_espumantes
estados unidos;1997;0;0;importacao_espumantes
franca;1997;7856909;760944;importacao_espumantes
georgia;1997;0;0;importacao_espumantes
granada;1997;0;0;importacao_espumantes
grecia;1997;0;0;importacao_espumantes
hong kong;1997;0;0;importacao_espumantes
hungria;1997;0;0;importacao_espumantes
ionesia;1997;0;0;importacao_espumantes
irlaa;1997;0;0;importacao_espumantes
israel;1997;0;0;importacao_espumantes
italia;1997;485282;162568;importacao_espumantes
luxemburgo;1997;0;0;importacao_espumantes
mexico;1997;0;0;importacao_espumantes
moldavia;1997;0;0;importacao_espumantes
nova zelaia;1997;0;0;importacao_espumantes
paises baixos;1997;0;0;importacao_espumantes
panama;1997;0;0;importacao_espumantes
peru;1997;0;0;importacao_espumantes
portugal;1997;130895;42736;importacao_espumantes
reino unido;1997;0;0;importacao_espumantes
romênia;1997;0;0;importacao_espumantes
suica;1997;0;0;importacao_espumantes
tunisia;1997;0;0;importacao_espumantes
ucrania;1997;0;0;importacao_espumantes
uruguai;1997;33049;8161;importacao_espumantes
nao consta na tabela;1997;0;0;importacao_espumantes
nao declarados;1997;0;0;importacao_espumantes
outros;1997;58248;6414;importacao_espumantes
africa do sul;1998;0;0;importacao_espumantes
alemanha;1998;45794;9403;importacao_espumantes
argentina;1998;308165;85497;importacao_espumantes
australia;1998;0;0;importacao_espumantes
austria;1998;0;0;importacao_espumantes
bermudas;1998;0;0;importacao_espumantes
bahamas;1998;0;0;importacao_espumantes
belgica;1998;0;0;importacao_espumantes
brasil;1998;0;0;importacao_espumantes
bulgaria;1998;0;0;importacao_espumantes
canada;1998;0;0;importacao_espumantes
chile;1998;20030;7877;importacao_espumantes
croacia;1998;0;0;importacao_espumantes
cuba;1998;0;0;importacao_espumantes
emirados arabes unidos;1998;0;0;importacao_espumantes
eslovênia;1998;0;0;importacao_espumantes
espanha;1998;1009470;253355;importacao_espumantes
estados unidos;1998;0;0;importacao_espumantes
franca;1998;9136225;779564;importacao_espumantes
georgia;1998;0;0;importacao_espumantes
granada;1998;0;0;importacao_espumantes
grecia;1998;0;0;importacao_espumantes
hong kong;1998;0;0;importacao_espumantes
hungria;1998;0;0;importacao_espumantes
ionesia;1998;0;0;importacao_espumantes
irlaa;1998;0;0;importacao_espumantes
israel;1998;0;0;importacao_espumantes
italia;1998;853007;234227;importacao_espumantes
luxemburgo;1998;0;0;importacao_espumantes
mexico;1998;0;0;importacao_espumantes
moldavia;1998;0;0;importacao_espumantes
nova zelaia;1998;0;0;importacao_espumantes
paises baixos;1998;0;0;importacao_espumantes
panama;1998;0;0;importacao_espumantes
peru;1998;0;0;importacao_espumantes
portugal;1998;16971;4386;importacao_espumantes
reino unido;1998;0;0;importacao_espumantes
romênia;1998;0;0;importacao_espumantes
suica;1998;0;0;importacao_espumantes
tunisia;1998;0;0;importacao_espumantes
ucrania;1998;0;0;importacao_espumantes
uruguai;1998;9720;2430;importacao_espumantes
nao consta na tabela;1998;0;0;importacao_espumantes
nao declarados;1998;0;0;importacao_espumantes
outros;1998;16836;2720;importacao_espumantes
africa do sul;1999;0;0;importacao_espumantes
alemanha;1999;6690;1980;importacao_espumantes
argentina;1999;360596;86940;importacao_espumantes
australia;1999;0;0;importacao_espumantes
austria;1999;0;0;importacao_espumantes
bermudas;1999;0;0;importacao_espumantes
bahamas;1999;0;0;importacao_espumantes
belgica;1999;0;0;importacao_espumantes
brasil;1999;0;0;importacao_espumantes
bulgaria;1999;0;0;importacao_espumantes
canada;1999;0;0;importacao_espumantes
chile;1999;65480;18020;importacao_espumantes
croacia;1999;0;0;importacao_espumantes
cuba;1999;0;0;importacao_espumantes
emirados arabes unidos;1999;0;0;importacao_espumantes
eslovênia;1999;0;0;importacao_espumantes
espanha;1999;1017499;251511;importacao_espumantes
estados unidos;1999;0;0;importacao_espumantes
franca;1999;11636214;1158921;importacao_espumantes
georgia;1999;0;0;importacao_espumantes
granada;1999;0;0;importacao_espumantes
grecia;1999;0;0;importacao_espumantes
hong kong;1999;0;0;importacao_espumantes
hungria;1999;0;0;importacao_espumantes
ionesia;1999;0;0;importacao_espumantes
irlaa;1999;0;0;importacao_espumantes
israel;1999;0;0;importacao_espumantes
italia;1999;1678442;498453;importacao_espumantes
luxemburgo;1999;0;0;importacao_espumantes
mexico;1999;0;0;importacao_espumantes
moldavia;1999;0;0;importacao_espumantes
nova zelaia;1999;0;0;importacao_espumantes
paises baixos;1999;0;0;importacao_espumantes
panama;1999;0;0;importacao_espumantes
peru;1999;0;0;importacao_espumantes
portugal;1999;45223;15501;importacao_espumantes
reino unido;1999;0;0;importacao_espumantes
romênia;1999;0;0;importacao_espumantes
suica;1999;0;0;importacao_espumantes
tunisia;1999;0;0;importacao_espumantes
ucrania;1999;0;0;importacao_espumantes
uruguai;1999;0;0;importacao_espumantes
nao consta na tabela;1999;0;0;importacao_espumantes
nao declarados;1999;0;0;importacao_espumantes
outros;1999;5818;2117;importacao_espumantes
africa do sul;2000;0;0;importacao_espumantes
alemanha;2000;3150;1130;importacao_espumantes
argentina;2000;326156;114511;importacao_espumantes
australia;2000;0;0;importacao_espumantes
austria;2000;0;0;importacao_espumantes
bermudas;2000;0;0;importacao_espumantes
bahamas;2000;0;0;importacao_espumantes
belgica;2000;0;0;importacao_espumantes
brasil;2000;0;0;importacao_espumantes
bulgaria;2000;0;0;importacao_espumantes
canada;2000;0;0;importacao_espumantes
chile;2000;31550;11250;importacao_espumantes
croacia;2000;0;0;importacao_espumantes
cuba;2000;0;0;importacao_espumantes
emirados arabes unidos;2000;0;0;importacao_espumantes
eslovênia;2000;0;0;importacao_espumantes
espanha;2000;928135;230327;importacao_espumantes
estados unidos;2000;0;0;importacao_espumantes
franca;2000;8756457;979713;importacao_espumantes
georgia;2000;0;0;importacao_espumantes
granada;2000;0;0;importacao_espumantes
grecia;2000;0;0;importacao_espumantes
hong kong;2000;0;0;importacao_espumantes
hungria;2000;0;0;importacao_espumantes
ionesia;2000;0;0;importacao_espumantes
irlaa;2000;0;0;importacao_espumantes
israel;2000;0;0;importacao_espumantes
italia;2000;1303096;488816;importacao_espumantes
luxemburgo;2000;0;0;importacao_espumantes
mexico;2000;0;0;importacao_espumantes
moldavia;2000;0;0;importacao_espumantes
nova zelaia;2000;0;0;importacao_espumantes
paises baixos;2000;0;0;importacao_espumantes
panama;2000;0;0;importacao_espumantes
peru;2000;0;0;importacao_espumantes
portugal;2000;41797;12622;importacao_espumantes
reino unido;2000;0;0;importacao_espumantes
romênia;2000;0;0;importacao_espumantes
suica;2000;0;0;importacao_espumantes
tunisia;2000;0;0;importacao_espumantes
ucrania;2000;0;0;importacao_espumantes
uruguai;2000;4140;1746;importacao_espumantes
nao consta na tabela;2000;0;0;importacao_espumantes
nao declarados;2000;0;0;importacao_espumantes
outros;2000;16650;2575;importacao_espumantes
africa do sul;2001;0;0;importacao_espumantes
alemanha;2001;17537;6516;importacao_espumantes
argentina;2001;90851;32464;importacao_espumantes
australia;2001;0;0;importacao_espumantes
austria;2001;0;0;importacao_espumantes
bermudas;2001;0;0;importacao_espumantes
bahamas;2001;0;0;importacao_espumantes
belgica;2001;0;0;importacao_espumantes
brasil;2001;0;0;importacao_espumantes
bulgaria;2001;0;0;importacao_espumantes
canada;2001;0;0;importacao_espumantes
chile;2001;44425;15695;importacao_espumantes
croacia;2001;0;0;importacao_espumantes
cuba;2001;0;0;importacao_espumantes
emirados arabes unidos;2001;0;0;importacao_espumantes
eslovênia;2001;0;0;importacao_espumantes
espanha;2001;6408671;713315;importacao_espumantes
estados unidos;2001;0;0;importacao_espumantes
franca;2001;262999;182179;importacao_espumantes
georgia;2001;0;0;importacao_espumantes
granada;2001;0;0;importacao_espumantes
grecia;2001;0;0;importacao_espumantes
hong kong;2001;0;0;importacao_espumantes
hungria;2001;0;0;importacao_espumantes
ionesia;2001;0;0;importacao_espumantes
irlaa;2001;0;0;importacao_espumantes
israel;2001;1510;450;importacao_espumantes
italia;2001;2476201;1009289;importacao_espumantes
luxemburgo;2001;0;0;importacao_espumantes
mexico;2001;0;0;importacao_espumantes
moldavia;2001;0;0;importacao_espumantes
nova zelaia;2001;0;0;importacao_espumantes
paises baixos;2001;0;0;importacao_espumantes
panama;2001;0;0;importacao_espumantes
peru;2001;0;0;importacao_espumantes
portugal;2001;44980;20653;importacao_espumantes
reino unido;2001;0;0;importacao_espumantes
romênia;2001;0;0;importacao_espumantes
suica;2001;0;0;importacao_espumantes
tunisia;2001;0;0;importacao_espumantes
ucrania;2001;0;0;importacao_espumantes
uruguai;2001;35558;9417;importacao_espumantes
nao consta na tabela;2001;0;0;importacao_espumantes
nao declarados;2001;0;0;importacao_espumantes
outros;2001;1359;450;importacao_espumantes
africa do sul;2002;0;0;importacao_espumantes
alemanha;2002;19584;7034;importacao_espumantes
argentina;2002;32807;17096;importacao_espumantes
australia;2002;7702;1136;importacao_espumantes
austria;2002;0;0;importacao_espumantes
bermudas;2002;0;0;importacao_espumantes
bahamas;2002;0;0;importacao_espumantes
belgica;2002;0;0;importacao_espumantes
brasil;2002;0;0;importacao_espumantes
bulgaria;2002;0;0;importacao_espumantes
canada;2002;0;0;importacao_espumantes
chile;2002;20323;6300;importacao_espumantes
croacia;2002;0;0;importacao_espumantes
cuba;2002;0;0;importacao_espumantes
emirados arabes unidos;2002;0;0;importacao_espumantes
eslovênia;2002;0;0;importacao_espumantes
espanha;2002;528696;166433;importacao_espumantes
estados unidos;2002;3846;990;importacao_espumantes
franca;2002;5946841;669778;importacao_espumantes
georgia;2002;0;0;importacao_espumantes
granada;2002;0;0;importacao_espumantes
grecia;2002;0;0;importacao_espumantes
hong kong;2002;0;0;importacao_espumantes
hungria;2002;1837;675;importacao_espumantes
ionesia;2002;0;0;importacao_espumantes
irlaa;2002;0;0;importacao_espumantes
israel;2002;3853;1152;importacao_espumantes
italia;2002;3020296;1484899;importacao_espumantes
luxemburgo;2002;0;0;importacao_espumantes
mexico;2002;0;0;importacao_espumantes
moldavia;2002;0;0;importacao_espumantes
nova zelaia;2002;0;0;importacao_espumantes
paises baixos;2002;0;0;importacao_espumantes
panama;2002;0;0;importacao_espumantes
peru;2002;0;0;importacao_espumantes
portugal;2002;52317;14033;importacao_espumantes
reino unido;2002;0;0;importacao_espumantes
romênia;2002;0;0;importacao_espumantes
suica;2002;0;0;importacao_espumantes
tunisia;2002;0;0;importacao_espumantes
ucrania;2002;0;0;importacao_espumantes
uruguai;2002;4090;887;importacao_espumantes
nao consta na tabela;2002;0;0;importacao_espumantes
nao declarados;2002;0;0;importacao_espumantes
outros;2002;0;0;importacao_espumantes
africa do sul;2003;6475;5546;importacao_espumantes
alemanha;2003;8638;3114;importacao_espumantes
argentina;2003;301329;143659;importacao_espumantes
australia;2003;0;0;importacao_espumantes
austria;2003;0;0;importacao_espumantes
bermudas;2003;0;0;importacao_espumantes
bahamas;2003;0;0;importacao_espumantes
belgica;2003;0;0;importacao_espumantes
